site name,latitude,longitude,number of nearby carwashes,distance from nearest carwash,rating of nearest carwash,user rating count for nearest carwash
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,0,N/A,N/A,N/A
"Suds Deluxe Commerce , 4627 W Commerce St , San Antonio , TX , 78237",29.4309076,-98.5527459,2,0.41 miles,N/A,N/A
"Suds Deluxe Georgetown , 2991 FM 1460 , Georgetown , TX , 78626",30.5890976,-97.6571684,0,N/A,N/A,N/A
"Suds Deluxe Highway 6 , 8400 Highway 6 S , Houston , TX , 77083",29.6893278,-95.6442954,10,0.01 miles,4.1,321
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,0,N/A,N/A,N/A
"Suds Deluxe Pasadena , 3327 Spencer Hwy , Pasadena , TX , 77504",29.6654019,-95.1937598,6,0.23 miles,5,18
"Suds Deluxe San Marcos , 233 Wonder World Dr , San Marcos , TX , 78666",29.8637753,-97.9601867,4,0.03 miles,N/A,N/A
"Suds Deluxe Stafford , 12119 Murphy Rd , Stafford , TX , 77477",29.645968,-95.5648044,5,0.01 miles,4.3,396
"Suds Deluxe Tomball , 24624 Kuykendahl Rd , Tomball , TX , 77375",30.1200462,-95.5541136,6,0.40 miles,4.3,122
"Suds N Vac , 22510 Ecorse Rd , Taylor , MI , 48180",42.2561938,-83.2560193,1,0.95 miles,4.7,1088
"Sudzy's Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,1,0.18 miles,3.2,44
"Summerville , 10805 Commerce St , Summerville , GA , 30747",34.4900693,-85.3417458,2,0.18 miles,4.1,42
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",47.1408544,-119.2794176,4,0.11 miles,N/A,N/A
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",37.8254161,-82.8228864,0,N/A,N/A,N/A
"Sunrise Car Wash , 1820 Sunrise Hwy , Merrick , NY , 11566",40.6611786,-73.5589132,5,0.55 miles,3,33
"Sunset , 1630 W Sunset Rd , Henderson , NV , 89014",36.0642091,-115.057129,5,0.20 miles,4.6,193
"Sunshine / SasqWash Express , 4603 Churn Creek Rd , Redding , CA , 96002",40.5421253,-122.3510361,1,0.43 miles,4,2
"Super 4 Season Car Wash , 68 NY-59 , Spring Valley , NY , 10977",41.1056983,-74.0332775,4,0.01 miles,3.4,170
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",34.9431964,-86.5724199,1,0.79 miles,2.9,34
"Super Duck Madison , 8392 Hwy 72 W , Madison , AL , 35757",34.7498855,-86.7653808,2,0.65 miles,4,867
"Super Duper , 17670 Castleton St , City of Industry , CA , 91748",33.9930313,-117.9182436,6,0.75 miles,4.8,5
"Super Scrub Car Wash , 4405 Pacific Ave , Stockton , CA , 95207",37.9878675,-121.3117603,2,0.03 miles,5,1
"Super Splash Carwash , 400 S Preston Rd , Prosper , TX , 75078",33.2330554,-96.7926381,1,0.04 miles,3.2,23
"Super Suds Carwash , 2563 Panola Rd , Lithonia , GA , 30058",33.7133668,-84.1662789,4,0.24 miles,3.5,289
"Superfine Lakewood , 21011 Pioneer Blvd , Lakewood , CA , 90715",33.8384853,-118.0823683,5,0.53 miles,4.3,141
"Superior Flagship , 22515 Loop 494 , Houston , TX , 77339",30.0396917,-95.2529266,3,0.23 miles,2,4
"Superior Shine Car Wash , 28100 Harper Ave , St. Clair Shores , MI , 48081",42.500345,-82.8973165,2,0.93 miles,3.4,401
"Superior Texas Car Wash , 7920 Hwy 6 , Houston , TX , 77083",29.6927887,-95.6445282,10,0.16 miles,3.5,83
"Swift Car Wash , 26265 Carmel Rancho Blvd , Carmel-by-the-Sea , CA , 93923",36.5418005,-121.9044184,1,0.00 miles,3,44
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,3,0.67 miles,4.1,35
"TLC Car Wash , 2925 Williamson Rd , Roanoke , VA , 24012",37.2981458,-79.9389733,1,0.56 miles,3.9,88
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,4,0.00 miles,4.1,143
"TXAUS_Hwy290 , 13519 US-290 , Austin , TX , 78737",30.1985462,-97.993077,3,0.45 miles,3.8,14
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,2,0.30 miles,4.6,82
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,5,0.25 miles,3.6,70
"Tampa , 6301 E Hillsborough Ave , Tampa , FL , 33610",27.9957334,-82.384518,2,0.07 miles,4.3,26
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,3,0.55 miles,3.6,12
"Texas Car Wash , 15 Texas Ave , Island Park , NY , 11558",40.6149994,-73.6435191,3,0.01 miles,N/A,N/A
"Texas Pride Car Wash , 5430 FM 741 , Heartland , TX , 75126",32.6876443,-96.4566144,0,N/A,N/A,N/A
"Texas Star Wash LLC , 810 E NASA Pkwy , Webster , TX , 77598",29.543594,-95.1085101,7,0.20 miles,4,2
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,6,0.65 miles,4.5,43
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,3,0.16 miles,4.2,46
"The Good Wash , 2305 Plank Rd , Fredericksburg , VA , 22401",38.2970659,-77.4997266,2,0.64 miles,3.3,511
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,1,0.13 miles,3.6,115
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,3,0.52 miles,3.9,30
"Thoroughbred Bardstown , 1332 E John Rowan Blvd , Bardstown , KY , 40004",37.825322,-85.4535733,4,0.73 miles,4.8,24
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",38.86775,-86.512944,4,0.37 miles,3.8,162
"Thoroughbred Campbellsville , 862 W Broadway , Campbellsville , KY , 42718",37.338463,-85.356568,4,0.36 miles,N/A,N/A
"Thoroughbred Charleston , 224 Kanawha Blvd E , Charleston , WV , 25301",38.3521846,-81.640826,5,0.23 miles,4.9,343
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",38.4112508,-81.7966494,4,0.18 miles,4.3,384
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",37.6289123,-84.7752492,2,0.51 miles,4.1,13
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",36.9997286,-85.9211718,3,0.36 miles,3.7,119
"Thoroughbred Hal-Greer , 3082 16th St , Huntington , WV , 25701",38.4004385,-82.4233794,3,0.40 miles,N/A,N/A
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",38.4348488,-82.0135892,1,0.14 miles,4.6,269
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",38.036633,-84.9116039,2,0.66 miles,3.3,8
"Thoroughbred Madison , 2601 Wilson Ave , Madison , IN , 47250",38.775206,-85.4066534,1,0.42 miles,5,2
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",38.6235771,-83.7871551,0,N/A,N/A,N/A
"Thoroughbred North Vernon , 2410 IN-3 , North Vernon , IN , 47265",39.0201703,-85.6375455,5,0.14 miles,3.8,16
"Thoroughbred Pendleton , 217 SW 23rd St , Pendleton , OR , 97801",45.6657544,-118.8091604,2,0.69 miles,4.7,380
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",36.8440025,-86.9194453,0,N/A,N/A,N/A
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",38.9578933,-85.8645389,3,0.17 miles,3.9,259
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",38.4686596,-82.5510469,0,N/A,N/A,N/A
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",38.4485111,-81.9427941,5,0.06 miles,4.1,41
"Toledo , 2521 W Alexis Rd , Toledo , OH , 43613",41.7204951,-83.6060271,3,0.89 miles,3.7,89
"Top Wash Clairmont , 3631 Clairmont Rd , Chamblee , GA , 30341",33.865804,-84.3089963,1,0.91 miles,3.6,272
"Top Wash Peachtree , 5784 Peachtree Industrial Blvd , Atlanta , GA , 30341",33.9058824,-84.294574,7,0.49 miles,N/A,N/A
"Total Package Cape Coral , 713 NE 13th Ave , Cape Coral , FL , 33909",26.6658701,-81.946849,3,0.62 miles,4.3,53
"Total Package Lakeland , 2820 US Hwy 98 N , Lakeland , FL , 33805",28.0779857,-81.9634628,1,0.82 miles,N/A,N/A
"Touch & Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",31.5783449,-90.4635139,1,0.21 miles,4.5,138
"Town Center , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,2,0.72 miles,5,1
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",42.7322891,-83.3787575,0,N/A,N/A,N/A
"Trident Express Car Wash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,0,N/A,N/A,N/A
"Trident Express Carwash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,0,N/A,N/A,N/A
"Tropicana , 3650 E Tropicana Ave , Las Vegas , NV , 89121",36.1006235,-115.0956121,2,0.29 miles,5,4
"Tru Car Wash , 4523 Nine Mile Rd , Richmond , VA , 23223",37.54178,-77.3722556,1,0.36 miles,4.9,3207
"TruShine #2 Abingdon , 25017 Western Loop , Abingdon , VA , 24211",36.7140617,-81.9306869,1,0.29 miles,3.9,77
"TruShine #3 Johnson City(Boones Creek) , 3033 Boones Creek Rd , Johnson City , TN , 37615",36.3855997,-82.4165509,0,N/A,N/A,N/A
"TruShine Bristol , 203 Linden Square Dr , Bristol , VA , 24202",36.6289697,-82.1294425,1,0.76 miles,4.5,244
"True Clean , 29002 Crossroads Ln , Evergreen , CO , 80439",39.698715,-105.3289309,0,N/A,N/A,N/A
"Trushine #4 Kingsport , 2227 Fort Henry Dr , Kingsport , TN , 37664",36.5267711,-82.5206191,3,0.29 miles,5,6
"Trushine #5 Sevierville , 116 Allensville Rd , Sevierville , TN , 37876",35.8772279,-83.5701602,4,0.48 miles,2.9,8
"Trushine #6 Blountville , 1912 TN-394 , Blountville , TN , 37617",36.5238753,-82.318723,1,0.70 miles,4.4,25
"Tsunami Gary , 3251 Grant St , Gary , IN , 46408",41.559307,-87.3552511,3,0.30 miles,3.5,23
"Tsunami Grand Chute , 1911 W Wisconsin Ave , Grand Chute , WI , 54914",44.2725376,-88.4378348,4,0.14 miles,4.2,227
"Tsunami Greenfield , 5520 W Layton Ave , Greenfield , WI , 53220",42.9599475,-87.9840856,2,0.62 miles,3.8,24
"Tsunami La Porte , 821 Pine Lake Ave , La Porte , IN , 46350",41.6282905,-86.7373076,2,0.06 miles,3.6,71
"Tsunami Menasha , 1335 Oneida St , Menasha , WI , 54952",44.2253226,-88.4042446,4,0.31 miles,4.5,96
"Tsunami Mt Pleasant , 6315 Washington Ave , Mount Pleasant , WI , 53406",42.7184823,-87.8577311,3,0.32 miles,4.3,140
"Tsunami Oak Creek , 140 W Puetz Rd , Oak Creek , WI , 53154",42.8871274,-87.9138393,1,0.62 miles,4,94
"Tsunami Portage , 3105 Willowcreek Rd , Portage , IN , 46368",41.562444,-87.182288,3,0.88 miles,3.8,49
"Tsunami Waukesha , 300 W Sunset Dr , Waukesha , WI , 53189",42.9886785,-88.2327873,1,0.88 miles,4,75
"Turnpike Car Wash , 217 W Jericho Turnpike , Huntington Station , NY , 11746",40.8289002,-73.4178321,2,0.46 miles,3.5,4
"Twins Merritt Island , 2240 N Courtenay Pkwy , Merritt Island , FL , 32953",28.39651,-80.704089,1,0.32 miles,3.8,390
"U-DRIVE , 6451 W Charleston Blvd , Las Vegas , NV , 89146",36.1588072,-115.2361828,3,0.13 miles,2.7,19
"ULTIMATE CAR WASH , 1431 Cradduck Rd , Ada , OK , 74820",34.7600894,-96.662661,0,N/A,N/A,N/A
"ULTRA SHINE AUTO SPA , 21 SOUTH FEDERAL HWY , POMPANO BEACH , FL , 33062",26.2308857,-80.10311,0,N/A,N/A,N/A
"UNIVERSITY , 201 University Ave , Fairbanks , AK , 99709",64.8379411,-147.8114342,0,N/A,N/A,N/A
"US Car Wash , 845 N Adair St , Cornelius , OR , 97113",45.5203946,-123.061652,1,0.02 miles,3.9,131
"Uncle Charlies #1 , 730 Atlanta Hwy , Cuming , GA , 30041",34.184143,-84.145379,4,0.08 miles,2.3,11
"Universe , 9640 Universe Blvd NW , Albuquerque , NM , 87114",35.191141,-106.7261412,1,0.08 miles,5,2
"Urbandale , 10950 Meredith Dr , Urbandale , IA , 50322",41.6436057,-93.7686815,3,0.33 miles,5,124
"V EXPRESS CAR WASH , 479 Lexington Rd , Versailles , KY , 40383",38.051423,-84.7161646,3,0.03 miles,3.9,56
"VENICE CAR WASH , 700 S Tamiami Trail , Venice , FL , 34285",27.0888382,-82.4438816,3,0.73 miles,5,2
"VICS CAR WASH , 449 N Bolingbrook Dr , Bolingbrook , IL , 60440",41.7103171,-88.0691782,0,N/A,N/A,N/A
"VIPEXPRESSCARWASH.NET , 387 Prospect Ave , Wood Dale , IL , 60191",41.9657766,-87.9978929,0,N/A,N/A,N/A
"ValleyStream NY , 350 Rockaway Ave , Valley Stream , NY , 11580",40.6599177,-73.7005938,5,0.10 miles,4.4,638
"Valvoline Express Care , 6455 Prutzman Rd , Beaumont , TX , 77706",30.0766276,-94.1706008,3,0.63 miles,4.8,25
"Vancouver , 1316 NE 134th St , Vancouver , WA , 98685",45.7186404,-122.6576389,2,0.01 miles,4,486
"Varsity Carwash  Duff , 1016 S Duff Ave , Ames , IA , 50010",42.0130274,-93.6099251,8,0.23 miles,4.6,467
"Varsity Carwash Lincoln , 3705 Lincoln Way , Ames , IA , 50014",42.0232629,-93.6692765,1,0.21 miles,4.1,47
"Velocity Car Wash , 1607 W Highway 40 , Vernal , UT , 84078",40.4439821,-109.5581948,1,0.98 miles,4.5,131
"Vibe Car Wash McKinney , 3745 Virginia Pkwy , McKinney , TX , 75071",33.1962475,-96.668117,1,0.81 miles,4.7,605
"Vibe Car Wash Plano , 801 Spring Creek Pkwy , Plano , TX , 75023",33.0570273,-96.7088993,3,0.83 miles,3.1,155
"Vic's Express , 11493 W Belleview Ave , Littleton , CO , 80127",39.6249677,-105.1273109,2,0.13 miles,4.3,126
"Victory Car Wash , 12870 Mariposa Rd , Victorville , CA , 92395",34.4846273,-117.3326646,2,0.09 miles,2.4,5
"Virginia Car Wash Co. , 4830 Portsmouth Blvd , Chesapeake , VA , 23321",36.8173419,-76.442266,0,N/A,N/A,N/A
"Vision Car Wash , 355 W Orange Blossom Trail , Apopka , FL , 32712",28.6784625,-81.5197388,1,0.92 miles,2.9,27
"Vista , 1401 E Vista Way , Vista , CA , 92084",33.2199877,-117.2257471,8,0.14 miles,1.8,4
"Vortex Car Wash , 150 Jonathans Way , Suffolk , VA , 23434",36.7683141,-76.5833526,1,0.68 miles,4.4,145
"WASHPOINTE AUTO WASH , 1401 N Prince St , Clovis , NM , 88101",34.4124715,-103.1961625,6,0.02 miles,4.6,830
"WASHWORKS EXPRESS , 601 E King Ave , Kingsville , TX , 78363",27.5153746,-97.8615692,2,0.44 miles,5,14
"WATER GAP CAR WASH , 31 Justice Dr , Hazard , KY , 41701",37.296668,-83.2145406,1,0.76 miles,4.3,43
"WOW Car Wash , 911 N Broad St , Monroe , GA , 30655",33.8119758,-83.727067,0,N/A,N/A,N/A
"WOW Car Wash Winder , 242 N Broad St , Winder , GA , 30680",34.0008593,-83.710324,9,0.05 miles,3.6,51
"Warrior Way , 540 Warrior Way , Grand Junction , CO , 81504",39.0836225,-108.4724937,2,0.86 miles,4.1,184
"Wash 37055 , 118 Henslee Dr , Dickson , TN , 37055",36.0741589,-87.3697417,4,0.48 miles,4.2,221
"Wash 37062 , 2075 Fairview Blvd , Fairview , TN , 37062",35.9812455,-87.1222212,1,0.73 miles,4.6,297
"Wash 37135 , 912 Oldham Dr , Nolensville , TN , 37135",35.961462,-86.672324,0,N/A,N/A,N/A
"Wash Ashore Fairhaven , 128 Huttleston Ave , Fairhaven , MA , 2719",41.6448,-70.89347,1,0.55 miles,4.8,45
"Wash Ashore Plymouth , 2304 State Rd , Plymouth , MA , 2360",41.8177664,-70.5506402,0,N/A,N/A,N/A
"Wash City Apopka , 1860 E Semoran Blvd , Apopka , FL , 32703",28.672224,-81.4747314,2,0.36 miles,4.5,2
"Wash City Casselberry , 2699 Cassel Creek Blvd , Casselberry , FL , 32707",28.6412139,-81.3231527,1,0.67 miles,3.2,517
"Wash City Semoran , 4575 S Semoran Blvd , Orlando , FL , 32822",28.4972739,-81.3091358,2,0.31 miles,N/A,N/A
"Wash City University , 11674 University Blvd , Orlando , FL , 32817",28.5971144,-81.2171621,3,0.87 miles,3.5,24
"Wash It Dean , 750 Cincinnati Ave , Xenia , OH , 45385",39.6758187,-83.940666,2,0.49 miles,4,23
"Wash N Go Calexico , 612 Imperial Ave , Calexico , CA , 92231",32.6712358,-115.4983318,11,0.06 miles,4.8,8
"Wash N Go Car Wash , 4921 N. UNIVERSITY DRIVE , LAUDERHILL , FL , 33351",26.1871557,-80.2525412,7,0.00 miles,4,701
"Wash N Roll Antioch , 5307 Cane Ridge Rd , Nashville , TN , 37013",36.0439577,-86.6620414,1,0.01 miles,3.7,47
"Wash N Roll Athens , 24925 US-72 , Athens , AL , 35613",34.7668122,-86.882772,0,N/A,N/A,N/A
"Wash N Roll Bellevue , 7128 Hwy 70 S , Nashville , TN , 37221",36.0744551,-86.9238967,2,0.02 miles,4.1,98
"Wash N Roll Charpi , 6303 Charlotte Pike , Nashville , TN , 37209",36.1455115,-86.8709303,3,0.72 miles,4.6,87
"Wash N Roll Melrose , 2640 8th Ave S , Nashville , TN , 37204",36.1196652,-86.774441,0,N/A,N/A,N/A
"Wash Rack 95 , 1100 N Whitley Dr , Fruitland , ID , 83619",44.0217094,-116.9227294,2,0.67 miles,3.5,35
"Wash Rite Bridgeport , 910 W Main St , Bridgeport , WV , 26330",39.2821198,-80.2685024,1,0.71 miles,3.3,99
"Wash Rite Logan , 1380 W Hunter St , Logan , OH , 43138",39.5438622,-82.4277918,2,0.03 miles,5,1
"Wash Rite Marietta , 107 Crooked Run Ln , Marietta , OH , 45750",39.405323,-81.4130599,2,0.06 miles,1,16
"Wash Rite Moundsville , 75 Teletech Dr , Moundsville , WV , 26041",39.9096979,-80.749338,0,N/A,N/A,N/A
"Wash Rite Murdoch , 2521 Murdoch Ave , Parkersburg , WV , 26101",39.2833465,-81.5481209,3,0.42 miles,N/A,N/A
"Wash Rite Parkersburg , 1101 Division Street , Parkersburg , WV , 26101",39.2475641,-81.5545078,0,N/A,N/A,N/A
"Wash Rite Vienna , 2504 Grand Central Ave , Vienna , WV , 26105",39.3230459,-81.5506606,1,0.28 miles,4,143
"Wash Rite Weirton , 145 Park Dr , Weirton , WV , 26062",40.3925913,-80.5496604,2,0.57 miles,3.6,141
"Wash Rite Wintersville , 151 Cadiz Rd , Wintersville , OH , 43953",40.3759682,-80.7058034,4,0.37 miles,3.4,111
"Wash Up Griffith , 1224 E Ridge Rd , Griffith , IN , 46319",41.5499525,-87.4137288,2,0.03 miles,5,1
"Wash Up Hammond , 850 Indianapolis Blvd , Hammond , IN , 46320",41.6960611,-87.5199543,2,0.06 miles,3.3,466
"Wash Up Portage , 6259 Melton Rd , Portage , IN , 46368",41.598234,-87.173255,2,0.03 miles,N/A,N/A
"Wash Up Valparaiso , 460 Morthland Dr , Valparaiso , IN , 46383",41.4603284,-87.066715,4,0.11 miles,4.7,188
"Wash Wizard Ladson , 3910 Ladson Rd , Ladson , SC , 29456",32.9735991,-80.1400726,1,0.94 miles,3.1,110
"Wash Wizard Summerville , 2146 N Main St , Summerville , SC , 29486",33.0469893,-80.1104749,2,0.06 miles,3.8,106
"Washbox Car Wash , 180 W Grand Ave , Rainbow City , AL , 35906",33.9570503,-86.0446243,2,0.25 miles,4.1,23
"Waters Davenport , 45650 US Hwy No. 27 , Davenport , FL , 33897",28.1566184,-81.6396309,1,0.24 miles,3,10
"Waters Deland , 1712 N Woodland Blvd , DeLand , FL , 32720",29.0626284,-81.3052357,3,0.62 miles,N/A,N/A
"Waters Haines City , 35379 US-27 , Haines City , FL , 33844",28.1137888,-81.6393175,1,0.27 miles,4.2,229
"Waters Lakeland , 3635 Lakeland Highlands Rd , Lakeland , FL , 33803",27.998366,-81.9243682,1,0.00 miles,4.4,23
"Waters Palm Springs , 2755 10th Ave N , Palm Springs , FL , 33461",26.6289333,-80.0847442,2,0.58 miles,5,84
"Waters Stuart , 2375 S Kanner Hwy , Stuart , FL , 34994",27.1761922,-80.2523761,4,0.76 miles,3.8,209
"Waters Venice , 2273 S Tamiami Trail , South Venice , FL , 34293",27.0512643,-82.4079909,0,N/A,N/A,N/A
"Waterways Car Spa , 1325 Semoran Blvd , Casselberry , FL , 32707",28.6319982,-81.3197417,1,0.67 miles,4.5,528
"Waterworks Express Car Wash , 1557 Marinette Ave , Marinette , WI , 54143",45.0896038,-87.6503233,4,0.91 miles,3.5,19
"Wave Auto Wash , 451 68th St SW , Grand Rapids , MI , 49548",42.8415342,-85.6747773,2,0.72 miles,3.7,110
"Waverly , 405 13th Ave SW , Waverly , IA , 50677",42.7110918,-92.4718973,2,0.22 miles,4.9,375
"Waves Express Carwash , 160 Old Pacific Hwy , Oxenford , QLD , 4210",-27.890643,153.3135896,4,0.30 miles,4.1,127
"Wayne Avenue , 5801 Wayne Ave , Philadelphia , PA , 19144",40.0331937,-75.1809802,2,0.43 miles,4.8,5
"Weber W&L , 701 Old State Rte 3 , Columbia , IL , 62236",38.4384418,-90.2028235,3,0.42 miles,3.8,13
"West Chester Car Wash , 1309 West Chester Pike , West Chester , PA , 19382",39.9676888,-75.5527176,0,N/A,N/A,N/A
"West Little Rock - Chenal Pkwy , 15701 Chenal Pkwy , Little Rock , AR , 72211",34.7558249,-92.4441288,3,0.04 miles,4.9,336
"West Memphis , 646 W Service Rd , West Memphis , AR , 72301",35.1678659,-90.1980163,1,0.88 miles,3.8,46
"Wet Rabbit Lake Stevens , 600 91st Ave NE , Lake Stevens , WA , 98258",48.0016149,-122.1086184,2,0.10 miles,3.7,27
"Wet Rabbit Lakewood , 9021 S Tacoma Way , Lakewood , WA , 98499",47.1746101,-122.4828643,8,0.26 miles,5,6
"Wet Rabbit Marysville , 1219 State Ave , Marysville , WA , 98270",48.0619435,-122.177485,4,0.03 miles,4.6,65
"WetnJet Car Wash , 516 Friendship Ln , Fredericksburg , TX , 78624",30.2563533,-98.8707888,3,0.94 miles,4.9,459
"Whistle Express CW - Fredericksburg , 10813 Tidewater Trail , Fredericksburg , VA , 22408",38.254834,-77.4274131,0,N/A,N/A,N/A
"Whistle Express CaUniversity Boulevard , 5109 University Blvd W , Jacksonville , FL , 32216",30.2681039,-81.6161937,2,0.64 miles,4,187
"Whistle Express Car Wash - Alachua , 16093 NW 163rd Lane , Alachua , FL , 32615",29.8029356,-82.5181488,0,N/A,N/A,N/A
"Whistle Express Car Wash - Baxley , 956 W Parker St , Baxley , GA , 31513",31.783646,-82.3637095,4,0.58 miles,N/A,N/A
"Whistle Express Car Wash - Beaufort , 285 Sea Island Pkwy , Beaufort , SC , 29907",32.405966,-80.633475,0,N/A,N/A,N/A
"Whistle Express Car Wash - Bemiss , 3205 Bemiss Rd , Valdosta , GA , 31605",30.883962,-83.272381,0,N/A,N/A,N/A
"Whistle Express Car Wash - Blanding , 1006 Blanding Blvd , Orange Park , FL , 32065",30.1361947,-81.7777679,3,0.54 miles,4,492
"Whistle Express Car Wash - Blue Ridge , 32 McKinney Rd , Blue Ridge , GA , 30513",34.8808661,-84.2944237,1,0.47 miles,4.4,124
"Whistle Express Car Wash - Callaway , 518 N Tyndall Pkwy , Callaway , FL , 32404",30.1566006,-85.5907773,1,0.35 miles,4.5,386
"Whistle Express Car Wash - Cedar Hills , 6929 103rd St , Jacksonville , FL , 32210",30.2488525,-81.7586443,4,0.23 miles,4.8,298
"Whistle Express Car Wash - Charleston , 4865 Tanger Outlet Blvd , North Charleston , SC , 29418",32.8714992,-80.0153296,3,0.31 miles,4.9,1372
"Whistle Express Car Wash - Fairlawn , 7426 Lee Hwy , Radford , VA , 24141",37.1433324,-80.5818851,3,0.38 miles,3.8,102
"Whistle Express Car Wash - Forest , 14669 Forest Road , Forest , VA , 24551",37.3676292,-79.2988227,3,0.24 miles,3.7,47
"Whistle Express Car Wash - Gainesville , 7496 SW 13th Rd , Gainesville , FL , 32607",29.6405422,-82.421973,3,0.15 miles,5,1
"Whistle Express Car Wash - Harriman , 1821 Roane State Hwy , Harriman , TN , 37748",35.8910308,-84.546574,1,0.75 miles,4.9,28
"Whistle Express Car Wash - Hazelhurst , 184 E Jarman St , Hazlehurst , GA , 31539",31.8657271,-82.5889875,4,0.64 miles,1,1
"Whistle Express Car Wash - Jasper , 705 Noah Dr , Jasper , GA , 30143",34.4688379,-84.4590794,2,0.17 miles,N/A,N/A
"Whistle Express Car Wash - Leland , 2040 Olde Regent Way , Leland , NC , 28451",34.2193962,-78.0165048,2,0.45 miles,4.9,307
"Whistle Express Car Wash - Live Oak , 1114 Ohio Ave N , Live Oak , FL , 32064",30.3067062,-82.9778241,6,0.12 miles,2.7,86
"Whistle Express Car Wash - Louisburg , 602 S Bickett Blvd , Louisburg , NC , 27549",36.084169,-78.310355,0,N/A,N/A,N/A
"Whistle Express Car Wash - Macedonia , 309 Highland Rd , Macedonia , OH , 44056",41.300026,-81.514408,2,0.10 miles,3.1,102
"Whistle Express Car Wash - Magnolia Dr , 240 N Magnolia Dr , Tallahassee , FL , 32301",30.4448625,-84.2623389,2,0.59 miles,4.3,89
"Whistle Express Car Wash - Mayport , 1500 Mayport Rd , Atlantic Beach , FL , 32233",30.3357223,-81.415354,2,0.26 miles,4.4,119
"Whistle Express Car Wash - Melbourne , 4860 N Wickham Rd , Melbourne , FL , 32940",28.1879225,-80.6727404,1,0.22 miles,N/A,N/A
"Whistle Express Car Wash - Midlothian , 10300 Midlothian Tpke , Richmond , VA , 23235",37.5073956,-77.5868908,4,0.35 miles,3.8,112
"Whistle Express Car Wash - Monroe , 2324 N. Monroe St , Tallahassee , FL , 32303",30.4711989,-84.2910667,2,0.76 miles,3.1,22
"Whistle Express Car Wash - Mount Airy , 139 Kodiak Ln , Mount Airy , NC , 27030",36.4877738,-80.6157567,1,0.95 miles,4.9,851
"Whistle Express Car Wash - Murphy , 251 King St , Murphy , NC , 28906",35.0798938,-84.033852,2,0.54 miles,3.9,10
"Whistle Express Car Wash - Orange Park , 950 Park Ave , Orange Park , FL , 32073",30.178049,-81.7020568,5,0.04 miles,3.9,207
"Whistle Express Car Wash - P C , 2701 Lisenby Ave , Panama City , FL , 32405",30.1976867,-85.6836881,1,0.75 miles,3.9,599
"Whistle Express Car Wash - PC Beach , 11640 Panama City Beach Pkwy , Panama City Beach , FL , 32407",30.1999675,-85.8171424,0,N/A,N/A,N/A
"Whistle Express Car Wash - Pole Green , 7423 Pole Green Rd , Mechanicsville , VA , 23116",37.6305119,-77.3632838,1,0.09 miles,2.9,98
"Whistle Express Car Wash - Pooler , 2001 Pooler Pkwy , Pooler , GA , 31322",32.0816962,-81.2801965,1,0.89 miles,4.1,705
"Whistle Express Car Wash - Powhatan , 1880 Stavemill Crossing Ln , Powhatan , VA , 23139",37.510765,-77.774051,1,0.00 miles,N/A,N/A
