full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,rating,rating_count,business_status,monday_operational_hours,tuesday_operational_hours,wednesday_operational_hours,thursday_operational_hours,friday_operational_hours,saturday_operational_hours,sunday_operational_hours
"Alexandria √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Viewpoint Drive , 2 Viewpoint Dr , Alexandria , KY , 41001",38.9848073,-84.4081921,Tidal Wave Auto Spa | Car Wash,38.9857028,-84.4034227,4.4,289,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Aqua Express Memorial , 1000 W Memorial Rd , Oklahoma City , OK , 73114",35.6085315,-97.5299438,Watershed Carwash,35.608559199999995,-97.5299515,4.5,90,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Athens √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Westside , 4475 Atlanta Hwy , Athens , GA , 30606",33.9398538,-83.4894827,Tidal Wave Auto Spa | Car Wash,33.939990099999996,-83.489498,4.6,498,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Attalla , 920 Gilbert Ferry Rd SE , Attalla , AL , 35954",33.997952,-86.0963774,ModWash,33.997916599999996,-86.0964351,4.9,1864,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Ayers , 4462 Ayers St , Corpus Christi , TX , 78415",27.7452631,-97.4206777,GO Car Wash,27.7453652,-97.420683,4,230,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEACH HAND WASH , 114 Old Riverhead Rd , Westhampton Beach , NY , 11978",40.8296372,-72.6464148,Westhampton Auto Wash,40.829644699999996,-72.6464353,3.4,114,OPERATIONAL,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 4:30 PM
"BEE CLEAN CAR WASH 2 , 21040 US-281 , San Antonio , TX , 78258",29.6376043,-98.4540438,GO Car Wash,29.637684600000004,-98.45408010000001,4.2,769,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CAR WASH 3 , 13011 Silicon Dr , San Antonio , TX , 78249",29.5679411,-98.5952264,GO Car Wash,29.567960099999997,-98.59522179999999,4.3,1060,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CAR WASH 4 , 5810 Village Park , San Antonio , TX , 78250",29.4894895,-98.6760567,GO Car Wash,29.489402199999994,-98.67608229999999,4.5,1119,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CAR WASH 5 , 2244 FM3009 , Schertz , TX , 78154",29.5760768,-98.2600995,GO Car Wash,29.576332899999997,-98.25981349999999,4.3,679,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CAR WASH 6 , 2827 Olmos Creek Dr , San Antonio , TX , 78230",29.5730687,-98.544311,GO Car Wash,29.573075799999998,-98.5443031,4.5,317,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CAR WASH 7 , 926 N Loop 1604 , San Antonio , TX , 78258",29.6074585,-98.5037548,GO Car Wash,29.607479899999998,-98.5039346,4.5,477,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BEE CLEAN CARWASH , 16422 Nacogdoches Rd , San Antonio , TX , 78247",29.5895958,-98.3552321,GO Car Wash,29.589600500000003,-98.3552291,4.2,1132,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"BIG KAHUNA , 101 Continental Dr , Lewisville , TX , 75067",33.0164113,-96.9938145,Quick Quack Car Wash,33.0164128,-96.9938323,4.9,1426,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"BLUE DIAMOND AUTO SPA. , 5530 E Main St , Farmington , NM , 87402",36.7717587,-108.1399875,Mister Car Wash,36.771792,-108.1399043,3.8,435,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"BMS ALEXANDRIA , 6511 LA-28 , Alexandria , LA , 71303",31.2950472,-92.5383336,Amerishine Car Wash,31.294926500000003,-92.5159032,4.3,397,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"BMS EXPRESS WASH , 3599 Monroe Hwy , Pineville , LA , 71360",31.3656813,-92.4111253,Amerishine Car Wash,31.365662999999998,-92.4111259,4.3,390,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"BSCW , 1300 W Vandament Ave , Yukon , OK , 73099",35.4921614,-97.7620981,Watershed Carwash,35.4914339,-97.7618717,3.3,26,OPERATIONAL,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM
"Bellevue , 7128 Hwy 70 S , Nashville , TN , 37221",36.0745278,-86.9238757,"Wash N' Roll Car Wash - Nashville, TN (Bellevue)",36.0744551,-86.9238967,3,133,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"Bethlehem √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Parkway Pointe , 1953 Parkway Pointe Dr , Bethlehem , GA , 30680",33.9453567,-83.7580406,Tidal Wave Auto Spa | Car Wash,33.945304799999995,-83.7577896,4.4,518,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Big Danu0027s Car Wash , 7925 Senoia Rd , Fairburn , GA , 30213",33.5396761,-84.5776059,Big Dan's Car Wash,33.5396551,-84.57759899999999,4.3,1063,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM
"Big Danu0027s Pembroke Park , 3301 W Hallandale Beach Blvd , Pembroke Park , FL , 33023",25.9852887,-80.1766518,Sud Stop Car Wash,25.985266499999998,-80.1766627,4.7,463,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM
"Black Diamond , 15850 West Colfax Ave , Golden , CO , 80401",39.7281002,-105.1781423,Express Car Wash,39.728133,-105.17808579999999,3.8,12,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"Blue Sky Car Wash , 11640 Panama City Beach Pkwy , Panama City Beach , FL , 32407",30.2000003,-85.817183,Whistle Express Car Wash,30.199967500000003,-85.8171424,4.7,1201,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Blue Sky Express , 2185 Beaver Ruin Rd , Norcross , GA , 30071",33.9357598,-84.184737,Sud Stop Car Wash,33.9357452,-84.184764,4.7,489,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM
"Blue Water Express , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218392,-85.8302736,Whistle Express Car Wash,31.3218393,-85.8302736,4.6,608,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Bluffton √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Fording Island Road , 1492 Fording Island Rd , Bluffton , SC , 29910",32.2382371,-80.812261,Tidal Wave Auto Spa | Car Wash,32.2383636,-80.8121614,4.5,222,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Bobby u0026 Steveu0027s Auto World , 9871 Maple Grove Pkwy , Maple Grove , MN , 55369",45.1325728,-93.4774181,Shell,45.132584,-93.4773939,4,71,OPERATIONAL,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM,5:30 AM – 11:00 PM
"Brevard √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Asheville Highway , 391 Asheville Hwy , Brevard , NC , 28712",35.2482153,-82.7225724,Tidal Wave Auto Spa | Car Wash,35.248111699999995,-82.7228927,4.4,423,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Bridgeville , 3101 Washington Pike , Bridgeville , PA , 15017",40.3493811,-80.1116229,ModWash,40.3493639,-80.11161489999999,4.9,1035,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Broad Street , 4205 W Broad St , Richmond , VA , 23230",37.5720352,-77.481938,bp,37.57326,-77.48322999999999,2.2,13,OPERATIONAL,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 11:00 PM,7:00 AM – 9:00 PM
"Bubble Time Express Carwash , 1600 E 104th Ave , Thornton , CO , 80233",39.8845208,-104.9671473,Bubble Time Express Carwash - 104th Ave,39.8845208,-104.9671473,3.9,339,OPERATIONAL,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,9:00 AM – 6:30 PM
"CAR PRIDE AUTO SPA , 2380 Royal Windsor Dr , Mississauga , ON , L5J 1K6",43.5040052,-79.637046,Car Pride Auto Spa: Detailing & Car Wash,43.504005199999995,-79.637046,4.1,502,OPERATIONAL,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM
"CLASSY CHASSIE CAR WASH , 1139 Forest Ave , Portland , ME , 4103",43.6863306,-70.2922971,ScrubaDub Car Wash (Portland),43.6877615,-70.2926205,4.6,445,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,8:00 AM – 6:00 PM
"CLEAN CAR EXPRESS , 970 Washington Blvd , Pittsburgh , PA , 15206",40.4618166,-79.9054394,Mr. Magic Car Wash - East Liberty,40.461806200000005,-79.9054182,4.2,156,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"CLEARWASH AIRPORT , 1725 32 Ave NE , Calgary , AB , T2E 7C8",51.0800152,-114.0172881,Clearwash,51.0800152,-114.0172881,4.6,351,OPERATIONAL,8:15 AM – 4:00 PM,8:15 AM – 4:00 PM,8:15 AM – 4:00 PM,8:15 AM – 4:00 PM,8:15 AM – 4:00 PM,8:15 AM – 4:00 PM,Closed
"CONRAD CAR WASH , 1284 W Sunset Blvd , St. George , UT , 84770",37.1237736,-113.6116482,Quick Quack Car Wash,37.1237546,-113.6116765,4.7,546,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"COUGAR RIDGE , 10215 China Spring Rd , Waco , TX , 76708",31.6285436,-97.2443216,Cougar Ridge Car Wash,31.6296663,-97.2407904,3.4,123,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CShack , 142 W Platt St , Tampa , FL , 33606",27.9413826,-82.4600827,Mobile Car Wash Tampa by Fred’s Mobile Detailing,27.9469685,-82.4569547,4.7,93,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Cadillac Express #3 Kuykenahl Rd , 24624 Kuykenahl Rd , Spring , TX , 77389",30.1202774,-95.5538165,Suds Deluxe Car Wash,30.120046199999997,-95.55411360000001,4.5,438,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM
"Campbell , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,Carnation Auto Spa,32.974404899999996,-96.69959399999999,4.4,2030,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Car Wash On 5th , 505 Cortez Rd W , Bradenton , FL , 34207",27.4620438,-82.5675029,Car Wash on 5th,27.4620438,-82.5675029,2.8,11,OPERATIONAL,9:00 AM – 4:15 PM,9:00 AM – 4:15 PM,9:00 AM – 4:15 PM,9:00 AM – 4:15 PM,9:00 AM – 4:15 PM,9:00 AM – 4:15 PM,9:00 AM – 2:00 PM
"Carmel Car Wash , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,Carnation Auto Spa,32.974404899999996,-96.69959399999999,4.4,2030,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Carnation Auto Spa , 955 Davis Blvd , Southlake , TX , 76092",32.9281719,-97.1851928,Carnation Auto Spa,32.928171899999995,-97.1851928,4.8,358,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Champion CW - Antioch , 5307 Cane Ridge Rd , Nashville , TN , 37013",36.0439726,-86.6620531,"Wash N' Roll Car Wash - Antioch, TN",36.0439577,-86.66204139999999,2.3,93,OPERATIONAL,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM
"Champion CW - CHARPI , 6303 Charlotte Pike , Nashville , TN , 37209",36.1454391,-86.8709412,"Wash N' Roll Car Wash - Nashville, TN (Charlotte Pike)",36.1455115,-86.8709303,3,132,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Chattanooga (E Brainerd Rd) , 5972 E Brainerd Rd , Chattanooga , TN , 37421",35.0169192,-85.2062436,ModWash,35.016920999999996,-85.20620579999999,4.9,2142,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Cherry Hill , 1507 Chapel Ave W , Cherry Hill , NJ , 8002",39.9363133,-75.0340548,ModWash,39.9363124,-75.034063,4.8,2015,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Colonial Car Wash , 2605 W Colonial Dr , Orlando , FL , 32804",28.5688689,-81.2752621,Colonial Super Car Wash,28.5688689,-81.27526209999999,2.1,79,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Coraopolis , 548 Carnot Rd , Coraopolis , PA , 15108",40.5160594,-80.2206139,ModWash,40.5160324,-80.2206843,4.7,737,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Cornelia √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Highway 441 , 365 Historic Hwy 441 , Cornelia , GA , 30531",34.4971323,-83.5374493,Baldwin Kwik-Wash,34.4975205,-83.539344,4,27,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Crew Carwash , 9705 Wicker Ave , St John , IN , 46373",41.4428894,-87.469355,Crew Carwash,41.4428894,-87.469355,4.5,425,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"DAVIS EXPRESS WASH , 5901 Davis Blvd , North Richland Hills , TX , 76180",32.8535023,-97.2136557,"Shammy's Car Wash - North Richland Hills, TX",32.853504099999995,-97.2136342,4.4,1034,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM
"DR CAR WASH PLUS-PECAN GROVE , 1620 FM Rd 359 , Richmond , TX , 77406",29.61713,-95.7426471,Shine Time Car Wash,29.617130000000003,-95.7426471,5,8,OPERATIONAL,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,9:00 AM – 5:00 PM
"DR CAR WASH PLUS-WESTHEIMER , 12810 Westheimer Rd , Houston , TX , 77077",29.736784,-95.6116311,Super Shine Car Wash & Lube - Westheimer Rd,29.736703,-95.6116,4.3,106,OPERATIONAL,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"Dale Shine Alton Gloor , 93 E Alton Gloor Blvd , Brownsville , TX , 78526",25.979913,-97.5150261,GO Car Wash,25.9798069,-97.51502219999999,4,308,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine Brownsville , 2912 Boca Chica Blvd , Brownsville , TX , 78521",25.9208874,-97.4769404,GO Car Wash,25.9208794,-97.4769771,3.8,415,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine Chihuahua , 1920 Chihuahua St , Laredo , TX , 78043",27.5058922,-99.4766126,Car Wash,27.5058758,-99.4764781,4,68,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Dale Shine Edinburg , 105 W Trenton Rd , Edinburg , TX , 78539",26.2625597,-98.1735078,GO Car Wash,26.262553399999998,-98.17351389999999,4.2,392,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine Harlingen , 505 N Ed Carey Dr , Harlingen , TX , 78550",26.2055056,-97.6632672,Captain Ron's Premium Boat & Car wash,26.2050847,-97.66431659999999,N/A,N/A,OPERATIONAL,Closed,Closed,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM
"Dale Shine Laredo , 1302 International Blvd , Laredo , TX , 78045",27.5876281,-99.4763832,GO Car Wash,27.5876189,-99.47639009999999,4.2,126,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine Laredo Hwy 83 , 4619 US-83 , Laredo , TX , 78046",27.3849776,-99.473862,EZ Car Wash Mobile,27.3647901,-99.49619109999999,N/A,N/A,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Dale Shine McAllen u0026 10th , 3801 N 10th St , McAllen , TX , 78501",26.2373387,-98.2248652,GO Car Wash,26.2373048,-98.2249053,4.2,127,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine McAllen HWY 83 , 2301 US-83 , Laredo , TX , 78046",37.4562328,-100.8709897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dale Shine Rio Grande , 4524 E US Hwy 83 , Rio Grande City , TX , 78582",26.3679977,-98.7952946,GO Car Wash,26.368014799999997,-98.7952938,3,83,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Dale Shine San Benito , 700 W Business 77 , San Benito , TX , 78586",26.1583925,-97.6545719,Slick's Premium Car Wash,26.1509644,-97.6451864,4,105,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Dale Shine Saunders , 2803 E Saunders St , Laredo , TX , 78041",27.5300286,-99.4672103,GO Car Wash,27.5301217,-99.467219,4.2,131,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Davenport (Lake Wilson Rd) , 8087 Lake Wilson Rd , Davenport , FL , 33896",28.25785,-81.589877,ModWash,28.257824,-81.59003179999999,4.9,4031,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Davenport (US 27) , 49483 US-27 , Davenport , FL , 33897",28.3033096,-81.6657011,ModWash,28.303294299999997,-81.66571549999999,4.9,4728,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Diamond Auto Salon , 3090 S Military Trail , Lake Worth , FL , 33463",26.6318369,-80.1124637,Diamond Auto Salon,26.6318369,-80.11246369999999,4.5,307,OPERATIONAL,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 5:00 PM
"Dix Hills Car Wash , 1232 East Jericho tpke. , Huntington , NY , 11746",40.8325033,-73.3610832,Dix Hills Car Wash,40.8325033,-73.3610832,4.2,208,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,9:00 AM – 4:00 PM
