full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,30.1422729,-81.7678589,Mr. Clean Car Wash,,Corner,"The car wash location appears to be at the intersection of Ridgecrest Avenue and another main road (shown in the images), forming a corner. The lot has access from two roads as visible in the images, fulfilling the criteria for a Corner Lot classification.",
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,28.9285794,-82.037833,Mr. Clean Car Wash,,Corner,"The car wash 'Mr. Clean Car Wash' is located at the intersection of two significant roads, as evidenced by the nearby road markings and lane structures, including those visible in zoom levels 18, 19, and 20. This intersection forms a notable corner with access from multiple sides to the facility. The surrounding area and adjacent properties also confirm the presence of a corner lot setup as per the defined criteria.",
"Mr Clean Pleasant Hill , 1382 Pleasant Hill Rd , Lawrenceville , GA , 30044",33.9385038,-84.1203103,33.9385038,-84.1203103,Mr. Clean Car Wash,,Corner,"The images clearly show the car wash is adjacent to Pleasant Hill Road and near another connecting road intersection. Specifically, the lot aligns with a corner formed by the main road and the access placement near the side roads. The visible road features and lot positioning meet the corner lot criteria as defined.",
"Mr Clean Shallowford , 3950 Shallowford Rd , Marietta , GA , 30062",34.0304941,-84.4358519,34.0304941,-84.4358519,Mr. Clean Car Wash,,Corner,"Based on the provided images, 'Mr. Clean Car Wash' is located at the corner of two major roads, Shallowford Rd and Lassiter Rd. The location has access from these roads, visible as driveways on Shallowford Rd and proximity to the intersection with Lassiter Rd. The area shows characteristics of a corner lot with clear road connections and sufficient road width. Thus, the car wash is classified as a Corner Lot.",
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,33.4081197,-84.6736447,Mr. Clean Car Wash,,Corner,The satellite images show that 'Mr. Clean Car Wash' is situated at the intersection of two main roads: E Hwy 34 and Bailey Sta W. The car wash lot has road access from both directions and is visibly on a corner where these roads meet. The prominent intersection and layout of the property satisfy the criteria for a Corner Lot.,
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,43.3168236,-88.3718484,Mr D Car Wash,,Corner,"The images provided show that 'Mr D Car Wash' is situated where 'E Sumner St' meets a smaller street to its east. This forms an intersection at the northeast corner of the car wash's lot. The car wash has access from both 'E Sumner St', which appears to be a main road, and the other smaller street. This meets the criteria for being classified as a Corner Lot due to its location at the meeting of two roads and the accessibility from more than one side.",
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,33.7451428,-87.045243,Mr. B’s $5 Express Car Wash,,Corner,"The car wash 'Mr. B’s $5 Express Car Wash' is located adjacent to an intersection formed by the roads Bryan Rd and Hwy 78, qualifying it as a corner lot based on the criteria. The property has visible road access from both Bryan Rd and Hwy 78, and the satellite images clearly show the meeting of two main, wide roads near the location. This satisfies the requirements for a corner lot classification.",
"Mr. Suds Car Wash , 989 Sunrise Hwy , Bay Shore , NY , 11706",40.7309913,-73.2734195,40.7309913,-73.2734195,Mr. Suds Car Wash of Bay Shore,,Corner,"After analyzing the provided images, it's clear that 'Mr. Suds Car Wash of Bay Shore' is located on a corner where two prominent roads, Howells Rd and Ackerson Blvd, intersect. The car wash is accessible from multiple sides, and the roads adjacent to the lot are major roads, as evidenced by their width and markings. This confirms the classification as a Corner Lot.",
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,40.523313,-85.6753078,MyWash Car Wash,,Corner,"The car wash 'MyWash Car Wash' is located at the intersection of two main roads, clearly visible as W 38th Street is present on both the north and south sides of the car wash property. The imagery shows that the roads form an intersection around the location, fulfilling the criteria for being a Corner Lot. Additionally, the lot aligns with the characteristics of a Corner Lot where two roads meet, providing access from two directions.",
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,35.3745191,-77.9444075,Zips Car Wash,,Inside,"The provided images show Zips Car Wash located along North Berkeley Blvd, and it is mid-block between other establishments like Waffle House and Charlie's Automotive Muffler. It does not appear to be located at an intersection of two main roads. The property has access only from the main road, without a visible corner formed by intersecting roads. Therefore, it fits the criteria of an Inside Lot.",
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,35.6656979,-78.8438856,Zips Car Wash,,Inside,"From the provided images, Zips Car Wash appears to be located mid-block, bounded by other properties like Panera Bread and surrounding lots. It does not seem to be directly adjacent to an intersection where two main roads meet visibly, and access to the car wash is only from one main road. Therefore, according to the defined criteria, it qualifies as an Inside Lot.",
"Nellis , 421 N Nellis Blvd , Las Vegas , NV , 89110",36.1707834,-115.0625915,36.170861,-115.062779,LUV Car Wash,,Corner,"The provided images show the 'LUV Car Wash' located at the intersection of 'Oasis Springs' and 'N Nellis Blvd,' two major roads. Visible road names, traffic markings, and access points from both roads meet the criteria for a Corner Lot. The lot is clearly bounded by roads on multiple sides, supporting its position as a Corner Lot.",
"Neptune Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",30.3249512,-81.4103422,30.3249142,-81.4103409,LUV Car Wash,,Corner,"The car wash is located at a clear intersection of Atlantic Blvd and Third St (visible in the satellite images at least at zoom level 18). The lot is positioned at the corner with clear road access on multiple sides. The roads are marked and appear to be major roads, making the car wash lot a corner lot as per the criteria outlined.",
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,36.3185279,-86.6253682,Champion Car Wash,,Corner,"Champion Car Wash is located at the intersection of New Shackle Island Rd and Iris Dr, two visible and significant roads. This qualifies it as a Corner Lot based on the criteria.",
"Newport Auto Spa , 1461 Superior Ave , Newport Beach , CA , 92663",33.6278015,-117.9326119,33.6278015,-117.9326119,Newport Auto Spa and Chevron,,Corner,"The car wash 'Newport Auto Spa and Chevron' is located adjacent to the intersection of Superior Avenue and Blufffin Ct. Superior Avenue is a major road with clear lane markings and traffic flow features, while Blufffin Ct connects to a secondary road. The establishment is situated on a corner with access from both roads, satisfying the criteria for a Corner Lot classification based on the provided satellite images and definitions.",
"Norco Auto Spa , 996 Mountain Ave , Norco , CA , 92860",33.8977638,-117.5644794,33.8976971,-117.5644888,Norco Auto Spa Express Wash and Lube,,Inside,"The car wash 'Norco Auto Spa Express Wash and Lube' is located adjacent to a single main road, Mountain Ave, as observed in the images. Though it is relatively near an intersection with Hammer Ave, the lot itself does not extend to or fully integrate with the intersection. The access points visible in the imagery suggest that the lot primarily interfaces with the single road. This aligns with the definition of an Inside Lot according to the contextual rules provided.",
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,29.0539834,-81.3026533,Scrubbles Express Wash,,Corner,"The car wash is situated at the intersection of two main roads: N Alabama Ave and another road, as visible in the images. It meets the criteria for a Corner Lot since it is located at a road intersection and has access points adjacent to both roads. The visible markings and road features support this conclusion.",
"North Lauderdale , 1250 S State Rd 7 , North Lauderdale , FL , 33068",26.2121667,-80.2035139,26.2121664,-80.2035594,LUV Car Wash,,Corner,"The 'LUV Car Wash' location is situated at the intersection of two main roads: 'SW 13th St' and 'S State Rd 7'. The images show these roads forming a clear corner adjacent to the lot, and it is accessible from at least one of these roads. The presence of lane markings and the width of these roads further supports their classification as major roads. Therefore, based on the criteria provided, the car wash is categorized as being on a Corner Lot.",
"North Lauderdale , 1821 S State Rd 7 , North Lauderdale , FL , 33068",26.204705,-80.204662,26.2046376,-80.2044828,Dirty Dogs Car Wash North Lauderdale,,Corner,"The car wash location 'Dirty Dogs Car Wash North Lauderdale' is situated adjacent to a major roadway 'S State Rd 7'. The imagery shows that it lies at an intersection where another significant street (visible as an adjacent side street) forms a corner. This classification is based on the visibility of connected roads forming a corner near the lot, which adheres to the criteria for a Corner Lot. Specifically, two roads meet near the lot forming a visible intersection, and access to the lot is clearly visible from one of the roads. Hence, it qualifies as a Corner Lot based on the provided rules.",
"North Little Rock - JFK BLVD , 5116 JFK BLVD , NORTH LITTLE ROCK , AR , 72116",34.7893827,-92.2601544,34.7886785,-92.2599837,Splash Time Car Wash,,Corner,"The 'Splash Time Car Wash' is located at the intersection of John F Kennedy Blvd (a main road) and E F Ave (another road). These roads meet visibly at a corner adjacent to the lot, making this a Corner Lot. Access to the property appears possible from both John F Kennedy Blvd and potentially E F Ave, aligning with the criteria for a corner location.",
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,27.0437189,-82.2395826,North Port Car Wash,,Inside,"The North Port Car Wash is accessed via Tamiami Trail, but it does not seem to be located at a major road intersection or corner. It is situated in the middle of a block and surrounded by other properties. There is no indication of intersecting roads near the car wash location; hence, it is an Inside Lot.",
"OBXpress , 4011 N Croatan Hwy , Kitty Hawk , NC , 27949",36.071219,-75.6958696,36.071219,-75.6958696,OBXpress Car Wash,,Corner,The OBXpress Car Wash is located at the intersection of N Croatan Hwy and Lindbergh Avenue. It is adjacent to both roads and occupies the corner formed by their junction. This qualifies the location as a Corner Lot according to the provided criteria for road intersections and access considerations.,
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,31.9024268,-110.9867554,Village Car Wash AZ,,Corner,"Village Car Wash AZ is located at the intersection of W Beta St and S 119 Frontage Rd, as seen in the satellite images. It has access from both streets, and the lot is bounded by streets on two sides, forming a visible corner. These streets show wide lanes and traffic flow appropriate for classification as major roads, thus aligning with the definition of a Corner Lot.",
"Oasis Auto Spa , 5001 Collin McKinney Pkwy , McKinney , TX , 75070",33.1496963,-96.681427,33.1496963,-96.681427,Oasis Auto Spa,,Corner,"The provided images clearly show that the Oasis Auto Spa is situated at the intersection of two main roads—Collin McKinney Parkway and Lake Forest Drive. These roads are visually wide and have lane markings, indicating their status as major roads. The lot forms a visible corner with access points on both sides facing the roads. This adheres to the criteria for a Corner Lot as defined in the rules.",
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,29.2101572,-82.0659604,Caliber Car Wash,,Corner,"The images show the Caliber Car Wash is located at the intersection of two main roads. The lot is adjacent to where NE 49th Terrace meets a labeled road (Route 40), and both roads have visible lane markings indicating their status as main roads. The position of the lot clearly forms a corner, and there is access to the site directly from NE 49th Terrace and potentially from the Route 40 side. This satisfies all the criteria for a Corner Lot.",
"Ocala Pine Ave , 815 S Pine Ave , Ocala , FL , 34471",29.1799686,-82.1398339,29.1799686,-82.1398358,Caliber Car Wash,,Corner,"Caliber Car Wash is located at the intersection of two roads, S Pine Ave and SW 3rd Avenue. The satellite images show that the lot is bordered by these roads, with clear access points visible from both. There is a visible corner formed by these intersections, qualifying it as a Corner Lot according to the criteria.",
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,39.8715564,-105.0241903,Ocean Express Car Wash,,Corner,"The car wash is located at the intersection of N Elm Ct and W 96th Ave, both of which are visibly major roads. There is clear connectivity forming a corner lot at the junction, with accessibility from N Elm Ct and proximity to W 96th Ave. The criteria for Corner Lot classification, such as the presence of two intersecting roads forming a visible corner, are fulfilled.",
"Ocean State Car Wash , 2313 Post Rd , Warwick , RI , 2886",41.7194532,-71.4433887,41.7194532,-71.4433887,Ocean State Car Wash,,Corner,"The Ocean State Car Wash is located at the intersection of Lauderdale Blvd and Bellair Ave. The lot is bounded on two sides by roads that are visibly main streets given lane markings and road names. This places the lot at a corner formed by the intersection of these two streets, fulfilling the criteria for a Corner Lot.",
"Octopus Express , 510 W State Rd 434 , Winter Springs , FL , 32708",28.6986111,-81.3107744,28.6986111,-81.3107744,El Car Wash - Winter Springs,,Corner,"The car wash 'El Car Wash - Winter Springs' is located at the intersection of two major roads, W State Rd 434 and N Cortez Ave. The lot forms a clear corner, with access visible from both roads, satisfying the definition of a Corner Lot.",
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,31.9977309,-81.2525014,LUV Car Wash,,Inside,"The 'LUV Car Wash' is located between other properties and has access from a single main road, Ogeechee Rd. There is no evidence of a road intersection forming a corner adjacent to the lot. The lot borders another establishment, 'Take 5 Oil Change,' and both establishments appear to share a contiguous layout along the main road. The arrangement does not meet the criteria for a corner lot, as there is no intersection visible near the property, and it is clearly part of a mid-block setup.",
"Old Town , 2100 Central Ave SW , Albuquerque , NM , 87104",35.0948372,-106.6719013,35.0950198,-106.6721367,Champion Xpress Carwash,,Corner,"The Champion Xpress Carwash location is adjacent to the intersection of Central Ave NW and Merritt Ave SW, which are two main roads forming a clear corner. The lot is situated directly at this corner, with access from both Merritt Ave SW and Central Ave NW. Lane markings and direction indicators further corroborate the importance of these roads. The carwash fits the definition of a corner lot based on its location and road access.",
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,37.8755239,-87.5672191,Ollie Wash Henderson,,Corner,"The location of 'Ollie Wash Henderson' is situated at the intersection of Highway 41 and Watson Lane. These roads are major roads with visible markings and traffic flow. The car wash has corner road access from both Highway 41 and Watson Lane, thus meeting the criteria for a corner lot.",
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,37.7343692,-87.1206966,Ollie Wash,,Corner,"The car wash 'Ollie Wash' is located adjacent to the intersection of Frederica St and Fairfax Dr. This placement satisfies the corner lot criterion as it is at the meeting of two roads that visibly form a corner. The roads are wide and show features like lane markings. Moreover, access to the lot is clearly from the main roads. Based on these observations, it is classified as a Corner Lot.",
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,28.9337299,-81.2985096,LUV Car Wash,,Corner,"The LUV Car Wash is located at the intersection of two major roads: E Rhode Island Ave and Aspen Ave. The area forms a corner block, and the lot is adjacent to these roads with accessibility evident from both sides.",
"Otto's Express Car Wash , 34709 Emerald Coast Pkwy W , Destin , FL , 32541",30.3853478,-86.396756,30.3863839,-86.3996843,COSMOWASH,,Corner,"The car wash 'COSMOWASH' is situated at the corner of two roads: Opa-Locka Ln and highway 98. Both roads are significant and visibly labeled. The lot has access from both roads, and the location forms a visible intersection, fulfilling the criteria for being classified as a Corner Lot.",
"Otto's Santa Rosa , 5148 US-98 , Santa Rosa Beach , FL , 32459",30.3749272,-86.2630245,30.3753366,-86.2632413,Otto's Express Car Wash,,Corner,"The car wash 'Otto's Express Car Wash' is located at the intersection of Winston Manor Rd and Don Bishop Rd, clearly showing it meets the criteria for a corner lot. Both roads are reasonably wide and have visible markings, and the lot is accessible from at least one side adjacent to these roads. Being positioned near such an intersection fulfills the requirements for a Corner Lot classification.",
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,41.015053,-92.4566476,Champion Xpress Carwash,,Inside,"Champion Xpress Carwash is located along 'Venture Dr' and between other establishments, with access from a single side. It does not appear at an intersection nor at a corner where two roads meet prominently. Thus, it is classified as an Inside Lot.",
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,33.5934461,-85.8775707,Oxford Super Wash,,Inside,"The car wash appears to have access from a single main road, namely Highway 78, without a visible intersection of two roads forming a corner. Adjacent to the lot are other properties and open areas, but no features indicate that this location is at the corner of two major roads, adhering to the Inside Lot criteria.",
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,39.5053791,-121.5444403,Pastime Auto Wash Express,,Inside,"The 'Pastime Auto Wash Express' appears to be located mid-block with direct access only to one main road, Fay Way. It does not lie at the intersection of two major roads nor does it form a visible corner with two distinct roads meeting. All provided images support the conclusion that it is an Inside Lot based on the provided criteria.",
"PAUL'S HINGHAM CAR WASH , 25 Summer St , Hingham , MA , 2043",42.2455695,-70.882402,42.2455695,-70.882402,Hingham Car Wash,,Corner,"The provided images indicate that the Hingham Car Wash is located at the intersection of Otis Street and Summer Street, which are visibly significant roads. The lot is adjacent to this intersection, forming a corner as per the definition of corner lot, with access directly from Otis Street.",
"PECW , 8215 Old Seward Hwy , Anchorage , AK , 99518",61.1464097,-149.8626216,61.1464632,-149.8630757,Sudzy Salmon Car Wash - South Anchorage,,Corner,"The car wash is visible near an intersection where Old Seward Hwy and Spring St meet. Old Seward Hwy appears to be a major road based on its width and structure, and Spring St connects to it forming a corner near the lot. Hence, the lot qualifies as a Corner Lot as per the defined criteria.",
"PV Car Wash , 12621 N Paradise Village Pkwy W , Phoenix , AZ , 85032",33.6018693,-111.9881152,33.6018693,-111.9881152,PV Car Wash,,Corner,"The PV Car Wash is clearly situated at the intersection of N Paradise Village Pkwy W and another road, where two major roads meet and form a corner. The location is accessed from the adjacent N Paradise Village Pkwy W, and the arrangement visibly places it at a corner lot. Additional visual cues, such as the neighboring Dutch Bros Coffee and the alignment of nearby structures confirming corner placement within the broader context of the area, reinforce this analysis.",
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,29.6401136,-81.6772911,Caliber Car Wash,,Corner,"The 'Caliber Car Wash' is located adjacent to the intersection of 'S State Rd 19' and another side road. Several major roads meet near the lot, with clear wide lanes and road markings visible. The car wash has access from more than one direction, validating it as a corner lot.",
"Palm Ave , 1835 Palm Ave , San Diego , CA , 92154",32.5835872,-117.0942557,32.5835872,-117.0942557,Car wash clean&shine,,Corner,"The car wash is located at the intersection of Palm Ave and 18th St. Both roads are main roads with lane markings and considerable width. The lot clearly sits at the corner formed by these two roads, meeting the criteria for a Corner Lot.",
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,29.4772738,-81.1808827,LUV Car Wash,,Inside,"The car wash is situated adjacent to Old Kings Road without nearby intersections forming a corner. It is surrounded by properties on either side and does not meet at an intersection of two major roads. Access is limited to a single direction from Old Kings Road, conforming to the definition of an Inside Lot. There are no indications of a major corner meeting between roads.",
"Papa Bear Anderson , 3436 Clemson Blvd , Anderson , SC , 29621",34.5492812,-82.6731139,34.5492812,-82.6731139,Papa Bear Car Wash,,Corner,"Analyzing the provided satellite images, the 'Papa Bear Car Wash' location is adjacent to two intersecting main roads, which satisfies the criteria for a Corner Lot. This can be confirmed by the visible intersection near the lot, the accessibility from multiple sides, and the presence of major road markings. The images clearly depict a corner-shaped positioning at the road junction, solidifying the classification as a Corner Lot.",
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,34.53198,-82.6963294,Papa Bear Car Wash,,Corner,"The car wash 'Papa Bear Car Wash' is located at an intersection where two main roads, labeled as '28' and 'Whitehall Rd', meet. The satellite images show the lot situated at the corner formed by these roads. There is accessibility from the adjoining road, and lane markings are visible, confirming that these roads are major. Therefore, this matches the criteria for a Corner Lot classification.",
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,34.8261114,-82.5618856,Papa Bear Car Wash,,Inside,"The 'Papa Bear Car Wash' is located mid-block on a main road (Calhoun Memorial Hwy) without the adjacent intersection of another significant road. It satisfies the criteria for an Inside Lot, as it only has access from one major road, and there is no corner feature formed by intersecting major roads near or adjacent to its lot.",
"Papa Bear Greenville , 2312 Wade Hampton Blvd , Greenville , SC , 29615",34.8895731,-82.3474777,34.8895731,-82.3474777,Papa Bear Car Wash,,Corner,"The location of Papa Bear Car Wash is adjacent to the intersection of Wade Hampton Road and Richbourg Road, which is clearly visible from the images at zoom levels 18, 19, and 20. Wade Hampton Road is a major thoroughfare, and Richbourg Road connects perpendicularly to it, forming a corner. Furthermore, the car wash lot has access to both roads at this intersection. This satisfies the criteria for a Corner Lot classification.",
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,33.8474158,-84.6095623,Paradise Falls Car Wash Austell,,Inside,"The car wash is adjacent to Austell Road but does not appear to be located at an intersection with another main road. It is mid-block along Austell Road with no visible road corner or intersection. Therefore, it fits the description of an Inside Lot.",
"Paradise Falls Carwash , 1122 Richard D Sailors Pkwy , Powder Springs , GA , 30127",33.8621251,-84.6719291,33.8621251,-84.6719291,Paradise Falls Car Wash Powder Springs,,Inside,"The car wash is located in proximity to a single major road, Richard D Sailors Pkwy, which runs parallel to its lot and provides access. There isn't a clear intersection of major roads forming a visible corner around the car wash lot. The adjacent areas to the lot consist of other aligned properties and internal roads which do not constitute a second major road for this classification.",
"Parker Street Lawrence , 69 Parker St , Lawrence , MA , 1843",42.6985116,-71.1596598,42.6984947,-71.1596571,Haffner's Gas Station and Car Wash,,Corner,"Based on the provided satellite images, Haffner's Gas Station and Car Wash is located at the intersection of Parker Street, Market Street, and Salem Street. These streets are visibly main roads with significant width and crossings. The location is clearly situated adjacent to the corner where these roads meet, satisfying the criteria for a Corner Lot. Furthermore, the lot is accessible directly from at least two of these roads. Therefore, it is classified as a Corner Lot based on intersection presence, road adjacency, and access criteria.",
"Passyunk Ave , 6319 W Passyunk Ave , Philadelphia , PA , 19153",39.9170781,-75.2172054,39.9169833,-75.2172269,Car Wash,,Corner,"The car wash is located at the intersection of Passyunk Ave and S 63rd St, clearly making it a corner lot. Major roads visible in the images meet at the location, forming a corner that the car wash is adjacent to. The access points and lot boundaries confirm the location as a Corner Lot according to the criteria.",
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,28.0044428,-81.7177581,Pat’s Nustar Car Wash,,Corner,"Pat's Nustar Car Wash is situated at the intersection of Cypress Gardens Blvd and 6th St SE. Both roads are significant, with visible lane markings and commercial activity surrounding the location. The car wash is positioned adjacent to the corner of the intersection with visible access points from Cypress Gardens Blvd and close proximity to 6th St SE, justifying its classification as a Corner Lot.",
"Patriot Petroleum , 2340 W Main Rd , Portsmouth , RI , 2871",41.5598096,-71.2865645,41.5600611,-71.2861989,Patriot Petrol Car Wash,,Inside,"The 'Patriot Petrol Car Wash' location does not appear to be situated at a road intersection or corner where two main roads meet. It is instead positioned along a single main road (W Main Rd), with no visible adjoining major road forming a corner lot. The images suggest it is part of a larger property or block, consistent with an inside lot.",
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,32.8194376,-86.6104121,Peachy Clean Car Wash,,Corner,"The Peachy Clean Car Wash is located adjacent to the intersection of Woodfin Ln and 31, with visible road connections forming a corner near its lot. The roads are sufficiently wide and are marked with lane separations indicating their importance. Also, the car wash appears accessible from the road on multiple sides, reinforcing its classification as a Corner Lot.",
"Pebble Hills , 14506 Pebble Hills Blvd , El Paso , TX , 79938",31.7820161,-106.2154935,31.7814636,-106.2156677,Champion Xpress Carwash,,Corner,"The car wash is located at the intersection of John Hayes St and Pebble Hills Blvd. Both roads are wide and appear to be significant boulevards. The lot clearly has road access on at least two sides, and the presence of the intersection corroborates the corner classification.",
"Pelican Auto Wash , 11370 US-1 , North Palm Beach , FL , 33408",26.8428641,-80.0612632,26.8428641,-80.0612632,Pelican Car Wash & Detailing Facility,,Corner,"The car wash is located at the intersection of two main roads, which is evident from the broader view in zoom level 18 and the detailed road connections visible in the other zoom levels. This aligns with the criteria for a Corner Lot as there are visible adjacent roads forming an intersection, and the lot is directly accessible from Rt 1. The presence of major roadways and the layout of the surrounding properties further confirm the corner location.",
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,27.8321463,-80.4806875,Pelican Express Car Wash,,Inside,"The car wash Pelican Express Car Wash is located along Rt 1 but is clearly situated mid-block between other properties, such as Docs and Perkins Medical Supply. There are no visible intersections of main roads adjacent to the car wash; the nearest intersections are further along Rt 1 and do not include the lot of the car wash itself. Therefore, it meets the criteria of an Inside Lot and does not fulfill the criteria of a Corner Lot.",
"Pennsauken , 5201 NJ-70 , Pennsauken Township , NJ , 8109",39.9336595,-75.0672301,39.9339114,-75.0674464,Mach-1 Express Wash Pennsauken,,Inside,"The car wash is located alongside a major road, Route 70, but it does not appear to be at an intersection of two major roads. Holmcrest Road adjacent to Route 70 is a small residential road and does not form a corner lot condition according to the criteria. Additionally, the lot does not visibly connect to other major roads, indicating it is positioned mid-block rather than at a corner.",
"Pensacola - Navy , 516 N Navy Blvd , Pensacola , FL , 32507",30.3964276,-87.2768434,30.397411,-87.2779974,Express Wash,,Corner,"The car wash location 'Express Wash' is situated at the intersection of two major roads, clearly visible in the images. It meets the criteria for a Corner Lot because two roads meet near the location forming a corner, and there is direct road access. The adjacent roads display features of being major (lane markings and multiple lanes).",
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,35.6965904,-88.8329849,Parrot's Car Wash,,Corner,"The car wash 'Parrot's Car Wash' is located at the intersection of W University Pkwy and Cheyenne Dr, which are major roads in the area. The first and third images clearly show these roads meeting at a corner adjacent to the car wash lot. The lot has access from W University Pkwy and is situated directly at this corner. These features comply with the definition of a Corner Lot.",
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,36.4164076,-89.0730498,Parrot's Car Wash,,Corner,"Parrot's Car Wash is located on a corner lot, as it is positioned adjacent to the intersection of Old Troy Rd and another major road. This intersection forms a noticeable corner. The property has roads accessible on at least two sides, and these roads appear to be reasonably wide and significant based on their markings and surrounding layout visible in the images.",
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,32.4973521,-85.0444016,Caliber Car Wash,,Corner,"Based on the images provided, 'Caliber Car Wash' is located adjacent to a visible intersection where two significant roads meet at a corner. The images show lane markings and road features indicating that these are major roads. The car wash is situated in such a way that it has access from one main road, and its lot forms a corner with these roads. This satisfies the criteria set for classification as a Corner Lot.",
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,35.339245,-77.919017,Pirates Cove Carwash - Goldsboro,,Corner,"The satellite images show that the car wash 'Pirates Cove Carwash - Goldsboro' is situated at the corner of two roads: Mollie Dr and NC Hwy 111 S. These roads intersect visibly at the lot's location with access to the car wash from both roads. Additionally, NC Hwy 111 S appears to be a major road based on its width and labeling, further qualifying this as a Corner Lot.",
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,42.8134331,-71.1021682,Haffner's Car Wash,,Corner,"The car wash is located near the intersection of Plaistow Rd and Cushing Ave. While the precise positioning does not directly form a corner lot in the traditional sense, it is situated at the corner of the major roadway Plaistow Rd, which receives traffic from Cushing Ave. It has accessibility from Plaistow Rd and shares nearby access roads or connections visible in the images. Consequently, this meets the criteria for being classified as a Corner Lot under the rules provided.",
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,29.8649902,-81.2984466,GATE Express Car Wash,,Inside,"The satellite images show the 'GATE Express Car Wash' situated within a larger complex, surrounded by other areas and not directly adjacent to any significant roads forming an intersection. The location does not meet the criteria defining a corner lot, such as being at the intersection of two major roads with visible access forming a corner. Instead, it is positioned mid-block along one side of Plant Island Dr S, making this an inside lot classification.",
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,45.4599517,-98.4546109,Platinum Auto Spa,,Corner,"The car wash 'Platinum Auto Spa' is located at the intersection of two main roads, S Roosevelt St and 4th Ave SE, visible in the images. These roads are categorized as major due to their width and markings. Furthermore, the lot clearly presents a corner facility, with its eastern and southern sides adjacent to each road, confirming accessibility and adherence to the 'Corner Lot' criteria.",
