full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,37.351769,-79.2267214,Road Runner Express,Inside,"At all zoom levels the Road Runner Express lot clearly only fronts one wide, named road (Timberlake Rd, BUS-460). The opposite side is bounded by a private service drive shared with the neighboring Sheetz/Chipotle center, not a second major street intersection. There is no corner formed by two arterial roads at the red-circled lot – it sits mid-block between the roundabout/Sheetz entrance to the west and the next crossroad to the east. Therefore this car wash is an Inside Lot."
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,42.8556672,-88.3274265,Roadrunner Express Car Wash & Oil Change,Inside,"At all zoom levels the car wash only abuts one true major road (the four-lane highway and its on/off-ramps). The other sides of the lot border a private loop drive and shopping-center service road, not a second major street. There is no intersection of two wide public roads directly at the red-circled property, so it is an Inside Lot."
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,42.9485381,-88.10978539999999,Roadrunner Express Car Wash & Oil Change,Corner,"All three zoom levels show the car wash directly adjacent to a multi-lane arterial (S Moorland Rd) and the I-43 exit ramp/roundabout. At zoom 17 you can see the off-ramp loop meeting Moorland at a formal roundabout; zooms 18 and 19 confirm the lot has curb cuts onto Moorland Rd and an access leg into the roundabout. Two wide, high-capacity roads meet on two sides of the red-circled parcel, so it is a Corner Lot."
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,36.149309099999996,-81.2308643,Rocket Wash Express,Corner,"The car wash parcel directly abuts the signalized intersection of US Hwy 421 (a four-lane divided highway with turn lanes and highway shields) and New Browns-Ford Road (a two-lane arterial). The lot has curb cuts and frontage on both of these wide, major roads, forming a clear corner location rather than being mid-block on a single road."
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,36.0759804,-79.2749994,Rocket Wash Express,Corner,"Across all three zoom levels the red-circled facility sits immediately at the signalized intersection of two multi-lane roads (Mebane Oaks Road running north–south and Fieldale Road running east–west). The lot directly fronts both of these wide, clearly designated thoroughfares, with curb cuts and driveways onto each. The presence of turn lanes, traffic signals, crosswalk markings and road signage confirm both are major roads, placing the car wash squarely on a corner lot."
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,34.2837964,-85.1672328,Rocket Wash,Inside,"At zoom 17 you can see Braves Blvd NE (a four-lane arterial) immediately north of the red-circled lot and Veterans Memorial Hwy NE (State Route 1) directly to the south, but these two roads run parallel here rather than intersect at the property. Zooms 18 and 19 show the car wash only has curb cuts and customer access on Braves Blvd NE; there is no driveway or ramp onto the highway. Because no two major roads form a corner at the lot and the building sits mid-block between these parallel thoroughfares, it meets the criteria for an Inside Lot."
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,36.150681899999995,-81.1992276,Rocket Wash Express,Corner,"The circled car wash parcel directly abuts two named, multi-lane thoroughfares—US-421 (east–west highway with shield marking) and Gateway Avenue (north–south arterial with turn lanes and crosswalks). Zoom levels 18–19 reveal curb cuts onto both roads, clear lane-markings and turn-arrows at their intersection. Those features confirm the lot occupies the corner of two major roads rather than mid-block."
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,34.010597499999996,-85.03118979999999,Mach-1 Express Wash of Rockmart,Inside,"The Mach-1 car wash sits mid-block between the Walmart Supercenter parking lot to the north and the frontage/service road to the south rather than at the corner of two major roads. At higher zooms you can see it fronts only the internal commercial access drives (mall drives and service lanes), not two wide public thoroughfares meeting at an intersection. There is no corner of two major roads directly adjacent to the red-circled lot, so it qualifies as an Inside Lot."
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,36.2624481,-80.365563,Rocks Edge Express Wash,Inside,"At all zoom levels the wash is tucked into a triangular parcel between a freeway ramp and a local side street (Carmel Dr), not at the meeting of two primary surface roads. The only true ‘major road’ abutting the lot is US-52, while the other adjacent access ways are an interchange ramp and a minor service street. There is no intersection of two wide, named thoroughfares directly at the red-circled car wash, so it meets the definition of an Inside Lot."
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,42.4311527,-123.31890599999998,Rogue Carwash,Corner,"At all zoom levels the red-circled car wash sits directly at the junction of two high-traffic roadways. On its south side is SE M Street – a multi-lane arterial with turn lanes, marked crosswalks and signals – and on the east side it borders the divided, four-lane US 199 highway. These two major roads meet immediately adjacent to the lot, and you can see curb cuts onto each. This configuration clearly places the facility in the northwest quadrant of a signalized, high-capacity intersection, identifying it as a Corner Lot."
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,40.312315999999996,-76.585092,Rolling Thunder Express Car Wash,Corner,"At all zoom levels the red-circled Rolling Thunder Express Car Wash sits directly at the junction of two major roads – US-422 (E Main St) running east–west and S Prince Ave (continuation of N Prince St) running north–south. In the zoom 17 view you can clearly see these are wide, multi-lane thoroughfares with turn arrows and highway shields. The closer zoom 18/19 images reveal curb cuts and driveways on both the Main Street and Prince Avenue frontages. Because it occupies the corner of two intersecting primary roads rather than sitting mid-block on just one, this lot meets the Corner Lot criteria."
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,30.158889,-81.83578050000001,LUV Car Wash,Corner,"The LUV Car Wash site abuts two multi-lane, high-capacity roads—Oakleaf Plantation Parkway to the north and Royal Pines Drive to the east—forming a clear corner at their intersection. At all zoom levels you can see turn‐lane markings, medians and curb cuts on both streets directly adjacent to the circled lot. Because it fronts on two major thoroughfares rather than lying mid-block on only one, this property clearly meets the definition of a Corner Lot."
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,42.0997802,-71.5037789,,Corner,"At zoom-17 you can see the facility sitting directly at the junction of two through-streets – Route 140 (Cape Road) on its east side and Whitten Street on its south side. Both roads carry through traffic, have clearly marked lane lines, and serve multiple commercial properties. In the closer views (zoom-18/19) you can confirm curb cuts and driveway access on both streets, showing the red-circled lot fronts on two wide, intersecting roads. This meets the definition of a Corner Lot."
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,39.5216905,-107.77715859999999,"Rub a Dub Car Wash - Rifle, CO",Inside,"Across all zoom levels, the car wash sits mid-block along Taughenbaugh Boulevard rather than at the junction of two major roads. At Zoom 17 you can see it is embedded within a shared commercial lot (with McDonald’s to the south and a Maverik fueling station to the north) and only one driveway ties directly to Taughenbaugh. Zoom 18 highlights that 7th Street is set back one parcel to the north and S 9th Street even farther to the south – neither intersects immediately at the car wash itself. Zoom 19 confirms its west boundary is a private access drive and parking, not a public thoroughfare. Because only one main road runs alongside the circled lot (and no second major intersection touches its parcel), it is classified as an Inside Lot."
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,35.277799,-93.10337849999999,Splash Car Wash,Corner,"At all zoom levels the red-circled lot sits at the southeast corner of a major four-lane east–west road (US-64/E Main St) intersecting a major north–south road (AR-331/N Elmira Ave). You can see multiple travel lanes, turn lanes, median breaks and highway shields on both roads, and the car wash has direct curb cuts onto each. Because two wide, clearly primary thoroughfares meet adjacent to the lot and the lot fronts both, it meets the definition of a Corner Lot."
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,41.3346732,-73.0831786,7 days car wash,Inside,"The red-circled car wash sits mid-block along Pershing Drive (Route 727) and only fronts this single major roadway. There is no intersection of two wide public roads or highways at the lot—on the east side is merely a private/service drive and a recreational trail, not a second main street. Higher-zoom views confirm it does not occupy a true street corner but lies between neighboring properties along one arterial, meeting the criteria for an Inside Lot."
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,35.6426413,-106.0134033,Squeaky Clean Car Wash,Corner,"The car wash is located on the northwest quadrant of the intersection of two multi-lane arterial roads (Cerrillos Road/NM-14 running east-west and Zafarano Drive running north-south). Both streets feature center medians, dedicated turn lanes, highway shields and crosswalks. The red-circled lot directly fronts onto both major roads with distinct curb cuts on each—fulfilling the criteria for a Corner Lot."
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,64.8514627,-147.6947055,Splash & Dash East,Corner,"At all zoom levels the car wash property clearly borders two intersecting public roads – Old Steese Highway to the south (a multi-lane highway with highway shields and turn arrows) and Kutter Road to the east (a full-width commercial street with crosswalks and turn lanes). These two main roads meet immediately adjacent to the red-circled lot, placing the car wash at the junction of two major thoroughfares. This satisfies the definition of a Corner Lot."
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,35.895711999999996,-94.97620739999999,Super spray Car Wash II,Inside,"At all zoom levels the red-circled car wash sits mid-block along South Muskogee Avenue (Business 62) with no second major road intersecting immediately at its parcel. To the south is Monroe Street, but the wash property is set back from that corner; to the north and east are a creek and private lots. The only wide, multi-lane street abutting the car wash is S Muskogee Ave, so it does not occupy a corner of two primary roads and is therefore an Inside Lot."
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,30.0680683,-95.2282134,Superior Mermaid Car Wash & Lube,Inside,"Across all zoom levels the red-circled building sits mid-block along Northpark Drive rather than directly at the corner of two broad thoroughfares. At the finest zoom you can see the only curb cuts and building frontage are on Northpark Drive. Although Russell Palmer Road is the next major road to the east, the car wash lot is set back one property from that intersection and has no direct driveway or visible frontage on Russell Palmer. Thus it does not occupy a two-road corner and meets the criteria for an Inside Lot."
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,30.079719599999994,-95.6287169,Superior Tomball Car Wash,Inside,"At all zoom levels the car wash sits mid-block in the interior of a larger shopping-center parking area on the east side of State Highway 249. Only one side of the lot faces the major road; the other sides abut private drive aisles, parking fields, and adjoining retail buildings rather than a second major street. No intersection of two wide, high-capacity roads lies immediately adjacent to the red-circled lot, so it does not meet the criteria for a corner lot."
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,38.799001100000005,-90.6550622,Scrubbles Car Wash,Inside,"At all zoom levels the car wash only fronts one main arterial (Salt Lick Rd). Its other sides back onto the 79 Crossing shopping-center parking lot and internal service drives, not a second major road. There is no intersection of two wide, labeled thoroughfares adjacent to the red-circled lot, so it does not meet the Corner Lot criteria."
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,30.199435100000002,-81.6204224,LUV Car Wash,Corner,"The car wash sits directly at the intersection of San Jose Blvd (a multi-lane state route) and Pall Mall Dr (a primary commercial thoroughfare). In all zoom levels you can see curb cuts and drive aisles facing both San Jose Blvd and Pall Mall Dr, clear crosswalk markings on both streets, and two wide, named roads meeting at a visible corner. These factors—frontage and direct access on two main roads—qualify it as a Corner Lot."
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,35.6380124,-106.01253229999999,Champion Xpress Carwash,Corner,"At all zoom levels the red-circled car wash parcel clearly fronts onto two multi-lane arterials – Rodeo Road to the north and Zafarano Drive to the east – forming an obvious corner.  Google’s aerial shows the lot boundary and curb cuts on both roads, plus painted turn arrows and multiple travel lanes on each street.  Because the building and its access drive wrap around the southwest corner of that Rodeo/Zafarano intersection, it meets the criteria for a Corner Lot."
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,43.0575656,-73.78683219999999,Saratoga Honda Car Wash,Corner,"All three zoom levels show the red-circled lot sitting directly at the junction of two major roads – S Broadway (US-9) on its west side and Crescent Avenue on its north side. Both streets are wide, multi-lane thoroughfares with marked turn arrows and dedicated curb cuts into the property. The lot’s perimeter clearly fronts two intersecting main roads, meeting every criterion for a Corner Lot."
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,32.3740716,-96.8662375,Scarborough Car Wash,Inside,"All three zoom levels show the car wash only fronting on State Highway 66 (Landmark Drive) and set one parcel west of the nearest major intersection (US 66 & I-35E service road). It does not border two wide, intersecting through-streets; the north side backs onto a private driveway/undeveloped land and the only curb cut is onto one main road. Therefore it is an Inside Lot."
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,44.534890000000004,-73.249658,Seaway Car Wash,Inside,"At all zoom levels the car wash parcel only directly abuts one major public road (Heineberg Drive). The road running behind the wash bays is an internal one-way drive, not a second public street, and although Porters Point Road lies just to the north it does not border the site or provide an entrance. There is no true intersection of two wide, publicly maintained roads at the red-circled lot—access is solely from Heineberg Drive—so this facility is an Inside Lot."
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,44.432244499999996,-73.2115366,Seaway Carwash and Detail Center,Inside,"The Seaway Carwash sits along the frontage of a single major road (US-7/Shelburne Rd) with no other comparably wide, multi-lane roadway intersecting directly at its parcel. On the lot’s west side is only a narrow local/service drive (Lewis Rd and parking-lot access) rather than a second major thoroughfare. The car wash is therefore mid-block on US-7 rather than located at the corner of two main roads."
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,44.432244499999996,-73.2115366,Seaway Carwash and Detail Center,Inside,"The car wash only directly fronts one major road (Shelburne Road/US-7). The opposite side borders a private service drive and parking areas, not a second main street. It sits mid-block between the vet hospital access to the north and The Homestead Preschool to the south, and is not located at the corner of two major roads or highways."
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,34.619742699999996,-89.9562586,Century Express Carwash,Inside,"At all zoom levels the car wash sits mid-block along a single major road (E Main St). Its other frontages are a narrow service drive/residential lane to the west and the neighbors’ parking lot to the east—neither qualifies as a second major road. The true intersection of E Main St and the next north–south arterial (Scott St) lies one property away, not at the car wash’s corner. Because the lot only borders one main thoroughfare and is not at the junction of two wide roads, it meets the criteria for an Inside Lot."
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,34.831610999999995,-92.19242299999999,Splash Car Wash,Inside,"At all zoom levels the red-circled car wash fronts only one primary roadway (E Kiehl Avenue). The only other bordering drive, Jan Drive to the south, is a narrow service lane for adjacent businesses rather than a public multi-lane street. There is no intersection of two major roads at the lot itself (major cross streets like Brookwood Road lie several lots to the east). Because the site sits mid-block along E Kiehl Avenue without abutting two wide, intersecting thoroughfares, it is classified as an Inside Lot."
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,36.8867079,-94.8779151,Let’s Go Car Wash,Inside,"At all zoom levels the circled car wash sits mid-block along U.S.-69 with only one frontage on the major road. Its west boundary is A St NW, a narrow residential/local street rather than a second wide thoroughfare. There is no intersection of two major roads directly adjacent to the lot – the nearest signalized crossroads (U.S.-69 and W BJ Tunnell Blvd) lies beyond the lot’s southern edge. High-resolution imagery (zoom 19) confirms primary driveway access only to U.S.-69 and a secondary cut onto the minor side street, consistent with an inside lot rather than a corner lot."
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,32.786171599999996,-108.2554988,Champion Xpress Carwash,Inside,"At no zoom level does the red-circled car wash occupy the corner of two major roads. It sits mid-block just south of US-180, with only a narrow frontage/service drive wrapping around the lot. The nearest true intersection (US-180 and Memory Lane) lies one property to the west, and the car wash only fronts one primary route plus internal drives, not two intersecting wide roads on adjacent sides."
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,30.268640599999998,-98.8775051,Smitty's Car Wash,Corner,"In all three zoom levels the red-circled lot sits directly at the junction of two major thoroughfares – E Walch Avenue (an arterial east-west street) and S State Highway 16 (a multi-lane state highway). You can see clear road names and wide, multi-lane pavement with turning lanes on both sides of the lot. The car wash has street frontage and curb cuts on both highways, confirming it occupies a true corner parcel rather than a mid-block or inside site."
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,33.1078287,-96.11008729999999,Smitty's Car Wash,Inside,"At all zoom levels the red-circled building sits mid-block on the west side of Wesley Street (State Hwy 34) between Mitchell Street to the north and Terrell Road to the south. Only one wide, major road (Wesley St) fronts the lot; the other sides abut private drives, internal parking aisles, and neighboring buildings rather than a second major street intersection. No two main roads meet at the property, so it is an Inside Lot."
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,30.042448500000003,-99.1449018,Smitty’s Car Wash,Corner,"The red-circled car wash sits directly at the intersection of State Highway 16 (a multi-lane arterial) and City S St (a wide commercial street). The building faces both of these major roads, has curb cuts and driveways on each, and occupies the corner parcel at their junction. These visual cues – multiple lanes, turn arrows, highway shields and two primary road frontages – confirm it is a Corner Lot."
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,32.4668196,-95.3857955,Smitty's Car Wash,Inside,"At all zoom levels the car wash only fronts on US Hwy 69 N and internal service drives. It does not directly border a second wide, through road—Military Drive and Constitution Drive are reached only via interior access roads within the same retail pad development. There is no intersection of two major public roads immediately adjacent to the red-circled lot, so it does not occupy a corner of two main thoroughfares and is therefore an inside lot."
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,31.3147025,-94.7280863,Smitty's Car Wash,Inside,"At all zoom levels the car wash sits mid-block along S First Street (Business 59) and is not directly adjacent to the intersection of two major roads.  To the north the nearest crossing is Janeway Avenue, a narrow residential street without multi-lane markings or turn arrows, and to the south there is only a small service drive.  There is no second wide, high-capacity road forming a corner at the property; it fronts only S First Street, so it qualifies as an Inside Lot."
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,32.556833499999996,-94.34933649999999,Smitty's Car Wash,Inside,"At all zoom levels the car wash sits mid-block along US-59 (East End Blvd N) with its only major road frontage on that highway. While Poplar Street runs along its southern edge, Poplar is a local access road rather than a second major thoroughfare or highway, and the actual intersection of Poplar and East End Blvd lies beneath the Chick-fil-A immediately to the south. No two wide, high-traffic roads form a corner directly at the red-circled lot – the car wash is simply alongside one main road, classifying it as an Inside Lot."
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,33.1746057,-96.4854304,,Inside,"At all zoom levels the red-circled lot sits mid-block rather than at the junction of two major roads. The only true arterial bordering it is E Princeton Dr. on the south, and to the north lies Bois D Arc Ave, which runs parallel rather than intersecting immediately beside the building. On the east and west the lot is bounded by campus driveways and parking-lot access roads (narrow service drives), not by a second major street. Because there is no corner formed by two wide, high-capacity roads adjacent to the circled area, this location meets the criteria for an Inside Lot."
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,32.3327117,-96.619208,Snap Clean Car Wash,Inside,"The car wash sits mid-block along US-34 frontage, between the intersections at S Elm Street and S Mulberry Street, with no major crossroad directly at the red-circled location. It is flanked on one side by the Walmart parking lot and on the other by Braum’s, accessed via a service drive rather than at a distinct corner intersection of two wide roads. Therefore it does not occupy a true corner of two main roads and qualifies as an Inside Lot."
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,37.566320000000005,-84.31093430000001,Soak City Car Wash,Inside,"Although the car wash sits at the corner of Jane Street and a short north–south access drive, neither of those roads qualifies as a ‘major’ thoroughfare. Jane Street is a service drive inside the retail complex (it provides in-and-out access to Walmart and the strip of restaurants behind). The north–south access drive simply links that service drive to State Route 21/Chestnut Street one block away and carries only local traffic. There is no direct frontage on the busy highway itself, nor is the car wash located where two primary roads intersect. Instead, it lies mid-block within the larger shopping center parcel, served by only one internal access drive—making it an Inside Lot."
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,36.6144283,-83.70305069999999,Soapy J's Express Car Wash,Corner,"The red-circled car wash sits immediately at the junction of two major public roads — N 12th St (US 25E), a multi-lane highway, and Dansbury Ave, a well-marked cross–street. In the zoom-17 image you can see the lot occupying the southeast quadrant of that intersection. Zoom levels 18 and 19 show dedicated turn lanes, crosswalk striping, and curb cuts on both streets directly adjacent to the property. These features confirm it faces two significant roads and therefore qualifies as a corner lot."
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,42.0599321,-72.67569519999999,Soapy Noble,Corner,"At all three zoom levels the red-circled car wash clearly occupies the southeast quadrant of the intersection of two named, through‐streets: S Westfield St. (a multi-lane arterial with turn lanes and heavy commercial frontage) and Shoemaker Ln. (a marked, two-lane road with stop bars and crosswalks on both approaches). The lot has curb cuts on both streets and two public frontages directly at the junction, so it meets the definition of a Corner Lot."
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,41.9322465,-72.5907051,Soapy Noble,Inside,"Across all zoom levels the red-circled lot fronts only on N Rd (Route 140) mid-block and does not abut a second wide thoroughfare. The true intersection of N Rd and Winkler Rd (and the Noble Gas EV station at that corner) lies several parcels to the west of the lot. To the east and rear are only narrow driveways or private lanes—not major roads. There are no turning lanes, crosswalks, or highway shields forming a corner at the red dot, only a single curb cut onto N Rd, so this is an Inside Lot."
"Soapy Sam's , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,41.732457,-86.15926429999999,Soapy Sam's Car Wash,Corner,"The red-circled car wash sits directly at the intersection of two major roads (State Highway 23 running east-west and North Fir Road running north-south). The aerials show multiple travel lanes on both roads, turn arrows and marked crosswalks at the junction, and the car wash lot fronting on both thoroughfares with curb cuts on each side. These features confirm it occupies a true corner lot rather than an in-block location."
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,37.749706599999996,-81.1410774,Soggy Dog Car Wash,Inside,"Although the car wash sits at the junction of Ritter Drive (County Rte 9-9) and 5th Street, only Ritter Drive is a true major road. 5th Street is a narrow, two-lane local street serving a small residential neighborhood—with no turn arrows, highway shields, or multi-lane section—so the lot does not sit at the corner of two major thoroughfares.  The car wash fronts one main road and a minor side street, making it an Inside Lot."
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,34.7219085,-82.25266700000002,Sonic Suds Express Car Wash,Corner,"The red-circled car wash directly borders two wide, high-volume roadways – SC-14 (S Main Street) on one side and Powderhorn Road on the other – which intersect immediately adjacent to the lot. Both roads have multiple travel lanes, marked turn arrows, and clearly carry through traffic, meeting the criteria for two major roads forming a visible corner. Therefore, this is a Corner Lot."
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,28.996500299999997,-81.3032085,LUV Car Wash,Corner,"The red-circled LUV Car Wash sits directly on the southeast corner of two clearly defined main roads: S Woodland Blvd (a multi-lane US highway with turn arrows, highway shields and a median) and Dodge Ave (a two-lane arterial street with a marked intersection and curb cuts). At both zoom levels you can see curbside access, driveways and traffic signals on each side of the lot, confirming it occupies an actual street corner rather than mid-block. Therefore it meets the criteria for a Corner Lot."
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,34.933147399999996,-90.0092391,Century Express Carwash - Southaven,Inside,"The car wash sits mid-block on Church Road West between an urgent care facility to the west and a liquor/gas station to the east, with only Church Road West as its street frontage. It does not border a second wide or major road at a corner; the nearby north–south road (W. E. Ross Parkway) is set one parcel to the east, so no two main roads meet at the red-circled lot. All other adjacent drives are private access lanes, confirming it is an inside lot."
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,37.1011281,-84.5897844,Spectacular Carwash,Corner,"At all three zoom levels the red-circled car wash sits directly at the junction of two public through-roads: Hal Rogers Parkway (a four-lane divided highway) to the south and Pumphouse Road (a public two-lane connector serving multiple businesses) to the east. In the zoom-17 image you can clearly see the intersection of these two named roads. At zoom 18 we observe dedicated curb cuts and turn arrows into the lot from both roads, and at zoom 19 we confirm the lot’s driveways and building orientation face both Hal Rogers Parkway and Pumphouse Road. Because the property fronts two intersecting public roads rather than lying mid-block, it meets the definition of a corner lot."
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,37.0579581,-84.646206,Spectacular Carwash,Corner,"At all zoom levels the red-circled building sits directly at the junction of Oak Hill Road and WTL/O Road – two through-streets with multiple lanes, turning markings, and clearly signed roadways. The lot has two street frontages meeting at an acute corner, with curb cuts off both roads and visible intersection treatments (crosswalks and turn lanes). This meets the definition of a Corner Lot, as it is not mid-block but rather bounded on two sides by major public roads forming a visible corner."
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,36.9524362,-84.5786258,,Inside,"At all three zoom levels the red-circled parcel only fronts US Hwy 27.  Although a minor local access (Garland Rd) sits a short distance to the north and a frontage loop (S Hwy 27 Loop 4 W) runs nearby, neither meets the parcel at a true intersection of two major roads.  The lot is mid-block along the highway with only one wide, multi-lane road directly abutting it and no corner formed by two primary arterials, so it qualifies as an Inside Lot."
"Speedy Pete's Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,32.5412415,-92.63310480000001,Speedy Pete's Car Wash,Corner,"The red-circled car wash sits directly at the northeast corner of two wide, multi-lane roads – Maxwell Boulevard (north–south arterial) and North Service Road East (east–west frontage road with turn lanes and marked crosswalks). You can clearly see the lot faces both streets, forming a visible corner intersection of two major thoroughfares."
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,33.52042,-102.00385279999999,Splash Bros Xpress Car Wash,Inside,"All three zoom levels show Splash Bros Xpress Car Wash set mid‐block on Donald Preston Drive with only one curb cut onto that major roadway. There is no intersecting major street immediately adjacent to the red-circled lot – the nearest side road (Preston Hollow Lane) meets Donald Preston Drive one property over, and the other surrounding drives are minor or private access ways. Because the car wash only fronts a single main road and is not located at a two-way intersection of major roads, it is an Inside Lot."
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,31.2980899,-86.499031,Splash Hopper Express Wash,Inside,"At all zoom levels the Splash Hopper drive-thru is tucked into the rear of a larger retail building and only fronts a single major road (Western Bypass/US-29). There is no intersection of two wide, clearly marked thoroughfares directly adjacent to the red-circled car-wash structure. The north and south edges of the wash are bounded by minor local streets or parking-lot drives, not by another main road forming a corner. Its primary access is from the center’s internal parking lot rather than from two intersecting highways, making it an inside lot."
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,28.3306261,-98.1165219,Splash 'N' Foam Car Wash,Corner,"At all three zoom levels the car wash parcel occupies the southwest corner of the intersection of U.S. 281 (Nueces St) and Fannin St.  U.S. 281 is a multi-lane highway with a painted median and turn bays; Fannin St is a continuous, named east-west thoroughfare.  The red-circled lot directly abuts both of these wide, public roads, with curb cuts and visible frontage on each side.  Because it sits at and faces the junction of two major roads, it clearly meets the Corner Lot criteria."
