original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",29.6271685,-95.2355721,Miami Car Wash,0.599917061573926,4.2,277,False,Can't say,"The input ""Miami Car Wash"" is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.",10,ChIJsVRHhHKXQIYRCv9FyZndgpc.jpg,Not a Competitor,"The provided images show a self-serve car wash facility with individual bays for manual washing. There is no visible tunnel structure, entrance/exit arches, conveyor system, or automated washing equipment as required for an express tunnel car wash. The manual washing bays and lack of drive-through experience further disqualify it as a competitor. There is a vacuum station nearby, but this is not sufficient to determine competitiveness without the presence of an express tunnel.",False
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",29.6271685,-95.2355721,Citgo Car Wash,0.708759833903907,3.7,24,False,Can't say,"The input ""Citgo Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",2,ChIJq07JUm2XQIYR4zDnGPJfxy4.jpg,Not a Competitor,"The images provided show a self-serve car wash station rather than an express tunnel car wash. There is no visible tunnel structure, no entry or exit arches/doors, or automated cleaning equipment like rollers, brushes, or overhead sprayers. Additionally, the cleaning appears to be manual, evidenced by the presence of soap applied directly onto the vehicle without automation. The business setup does not meet the primary criteria of an automated express tunnel car wash system with conveyorized cleaning.",False
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",29.6271685,-95.2355721,Zapeta’s Hand Car Wash and Detail,0.751015133245996,4.8,22,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keywords 'Hand' and 'Detail', indicating a manual or specialized service rather than an automated car wash.",,,,,False
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",29.6271685,-95.2355721,The Obsidian Luxe Auto Group,0.892417311003412,5,3,False,Can't say,"The term ""Auto"" is present, which is a generic term making it difficult to classify without further information. No specific competitor or non-competitor keywords were found.",10,ChIJQU0vjR2ZQIYRpVCGgTDBI9g.jpg,Not a Competitor,"The provided images do not show any tunnel structure characteristic of an express tunnel car wash. There is no evidence of entrance and exit arches, automated cleaning equipment, or a conveyor system to align cars. The building seems to cater more to detailing or other automotive services based on the branding and focused styling. Additionally, there are no visible vacuum stations or express signage related to car washing features. The setup appears to focus on detailing and car sales rather than an automated express tunnel model.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Superior Fry Road Car Wash & Lube,0.0536016571699363,3,518,False,Can't say,"The input contains the keyword ""Lube"", which falls under the ""Can't say"" classification.",10,ChIJE6L6AIbYQIYRANdBoUsHmWg.jpg,Not a Competitor,"The provided images show a 'Havoline Express Lube' facility and a general car wash with options for exterior, detailing, and hand wash services. There is no clear evidence of a long, narrow tunnel structure equipped with automated equipment for car cleaning. No conveyor system for a drive-through experience is visible. The facility seems to primarily offer manual car washing, detailing, and additional services like oil changes. The signage does not indicate an express tunnel wash system.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Penzoil Self Service Car Wash and 10 minute Lube,0.0690375993816722,3,2,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it explicitly mentions 'Self Service', which indicates a customer-operated or manual car wash experience, and 'Lube' which is similar to 'Oil Change' (both 'Not a Competitor' services).",,,,,False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Luster Auto Spa,0.455768306448276,5,11,False,Can't say,"The term ""Auto"" indicates a generic automotive business, making it difficult to classify as a direct competitor based on the provided criteria.",7,ChIJc_yrKPXZQIYRRbGlIqybBro.jpg,Not a Competitor,"The provided images do not show a car wash facility, let alone an express tunnel car wash. There are no signs of a tunnel structure, automated cleaning equipment, conveyor system, or branding associated with express car washes (e.g., signage saying 'Express' or 'Tunnel Wash'). The images mostly depict cleaned interior car spaces and residential settings. Hence, this location does not meet the criteria for an express tunnel car wash competitor.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Checkout Food Stores,0.595226680774836,2.3,3,False,Can't say,"The business name ""Checkout Food Stores"" is generic and does not contain any keywords indicating it is a car wash competitor or not a competitor.",1,ChIJw7TkunPZQIYRMrzsX4Wakoc.jpg,Not a Competitor,"In the provided images, the first image appears to show a structure associated with a gas station but does not clearly feature a tunnel system with entry and exit arches or doors required for an express tunnel car wash. There are no visible brushes, rollers, conveyor systems, or automated cleaning equipment inside or outside a tunnel. Additionally, the second image is unrelated to car wash services, featuring food packaging.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Shell,0.59566362817278,2.7,54,False,Can't say,"The business name ""Shell"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ9424eJDYQIYR2GtrwB6V3yQ.jpg,Not a Competitor,"The provided images show a Shell gas station with a convenience store and other related elements such as gas pumps and driveways. There is no evidence of a tunnel structure visible in the images. The location does not show features corresponding to an express car wash tunnel system, such as a long, narrow building with entry and exit arches, automated washing equipment, or a conveyor system. Additionally, there are no signs or branding explicitly indicating the presence of an express tunnel car wash. Without these critical features, this does not qualify as a competitor.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,H-E-B Car Wash,0.644606088860303,2.4,19,False,Can't say,"The input ""H-E-B Car Wash"" contains the generic term ""Car Wash"" and no specific keywords to classify it as 'Competitor' or 'Not a Competitor'.",3,ChIJhQZSi5DYQIYRD6TLyasvkfk.jpg,Competitor,"The images display a tunnel structure with entry and exit arches, evident signage indicating 'Enter' at the tunnel entrance. Inside the tunnel, automated equipment is visible, including overhead sprayers and cleaning mechanisms. There is no evidence of manual cleaning or opened car doors for interior cleaning. Cars are seen entering and exiting the tunnel directly, which supports a drive-through experience. The branding, including 'Touch Free Car Wash,' further emphasizes the exterior-only service and automation. Therefore, this location qualifies as an express tunnel car wash competitor.",True
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,H-E-B Fuel,0.647491168050063,4.1,21,False,Can't say,The input 'H-E-B Fuel' is generic and does not contain keywords to classify it as a Competitor or Not a Competitor.,10,ChIJpcEwiZDYQIYRMnLT_uffupc.jpg,Not a Competitor,"The images primarily show a fuel station and surrounding areas, with minimal visible car wash facilities. While there is a long, narrow building at the site, it lacks clear indicators of an express tunnel car wash system such as automated equipment inside, entry/exit arches labeled as such, or conveyor systems. Additionally, the signage focuses on H-E-B Fuel, which does not explicitly identify car wash services. No visible vacuum stations or tunnel structures suitable for an express car wash are apparent in the images.",False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Katy Hand Car Wash,0.775526465280173,4.5,237,False,Not a Competitor,"The business name contains 'Hand Car Wash', which indicates a manual or traditional service, classifying it as 'Not a Competitor'.",,,,,False
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Spout Car Wash,0.971794599112284,3.2,19,False,Can't say,"The business name ""Spout Car Wash"" is generic and does not contain keywords to classify it as a competitor or not a competitor.",10,ChIJG6QhIHvYQIYRsjJTR64Ybx4.jpg,Competitor,"The provided images of Spout Car Wash clearly indicate features associated with an express tunnel car wash: there is a visible tunnel structure with entry and exit points. Inside the tunnel, automated cleaning equipment such as brushes and overhead sprayers can be observed, which are working specifically on the exterior surface of vehicles. There are no signs of manual labor inside the tunnel, and customers stay inside their cars during the cleaning process. Additionally, the conveyor system guiding cars through the automated wash is visible, and the business signage includes the name 'Spout Car Wash,' though without specific mention of 'Express Tunnel.' Given these observations, this location is classified as a competitor.",True
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,Elan # 08,0.988374816728391,4,162,False,Can't say,The input 'Elan # 08' is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.,10,ChIJMeW94XrYQIYRNsNTz_irvkA.jpg,Competitor,"The images show the presence of a tunnel structure labeled 'Spout Car Wash.' The visible tunnel has entry and exit points and cleaning equipment inside. The conveyor system may be presumed to support a drive-through experience where cars enter the tunnel one by one. Branding mentions 'Car Wash' with a notable tunnel infrastructure, indicating this is an express tunnel model. Nearby vacuum units are not essential but are typical for this classification. No images show manual cleaning or interior services, further supporting this as an express tunnel competitor.",True
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Car Wash Auto Detailing,0.00793891370162342,,,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it includes the keyword 'Detailing', which indicates a focus on traditional or niche services rather than automated washes. The keyword 'Auto' is present but does not override the specific service indicated by 'Detailing'.",,,,,False
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Car Wash,0.243741040831784,2.9,8,False,Can't say,"The input ""{{Car Wash}}"" is a generic placeholder and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",4,ChIJBX-WyqdSR4YRWtLzPjGxxwg.jpg,Not a Competitor,"The images show a car wash location with individual washing bays and self-service stations rather than an express tunnel system. There is no evidence of a long, narrow tunnel structure with entry and exit points or automated equipment cleaning. The location appears to focus on professional hand detailing and self-service options, as indicated by the signage and absence of conveyorized tunnel systems.",False
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Dr. D'Tail Vehicle Spa and Supplies - Kingwood,0.25217903578356,3.1,10,False,Not a Competitor,"The business name contains 'D'Tail', which is a variation of 'Detailing', indicating a focus on specific, hands-on services rather than automated washes.",,,,,False
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Tommy Tom & Son Auto Detail,0.30612381859294,4.5,13,False,Not a Competitor,"The business name contains ""Detail"", which is a keyword for ""Not a Competitor"" as it indicates a traditional, value-added service rather than an automated or express car wash.",,,,,False
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Quick Quack Car Wash,0.519212258432151,4.8,1439,True,,,,,,,True
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Timewise Soft Touch Car Wash,0.81171552397908,3.5,6,False,Competitor,"The business name ""Timewise Soft Touch Car Wash"" suggests an automated or machine-based wash method, which aligns with the criteria for a Competitor.",,,,,True
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Shell,0.821788409454528,4.1,26,False,Can't say,"The input ""Shell"" is a generic name and does not contain specific keywords to classify it as a competitor or not a competitor car wash.",8,ChIJC_nI00VNR4YRVqmzHLUDY8I.jpg,Not a Competitor,"The images provided mainly focus on a gas station with a convenience store branded as 'Timewise', and there is no visible tunnel structure or express car wash system in any of the photos. No entrance or exit arches for a car wash tunnel, automated cleaning equipment, or conveyor system are shown. This location seems to be focused on gas and retail rather than car washing services. The presence of 'Shell' branding further supports this being a fuel station rather than an express tunnel car wash competitor.",False
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Wash n' Run,0.980983397608932,4.3,6,False,Competitor,"The term ""Run"" implies a quick or fast service, which aligns with the characteristics of a Competitor (automated, full-service, drive-through style) business.",,,,,True
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,Timewise Soft Touch Car Wash,0.981302013389311,1.8,4,False,Competitor,"The business is classified as a Competitor because it mentions ""Soft Touch"", which implies an automated or full-service wash system.",,,,,True
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Car Wash Express Detail,0.00654230434345842,3.1,14,False,Competitor,Contains 'Express' (Competitor) and 'Detail' (Not a Competitor). Defaulting to 'Competitor' as both types of keywords are present.,,,,,True
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Garcia's CAR WASH,0.368269221152996,,,False,Can't say,"The term ""CAR WASH"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",9,ChIJdTRaZfgtR4YRiuqMZi44CSs.jpg,Not a Competitor,"The provided images show a location labeled 'Garcia's Car Wash,' which appears to focus on manual cleaning and detailing of vehicles, including interior cleaning and upholstery restoration. There is no visible evidence of an Express Tunnel Car Wash setup as described, such as a long tunnel structure with entry and exit arches, automated cleaning equipment, or a conveyor system. The manual cleaning is performed outside without automated processes or drive-through experience. Additionally, no vacuum station or branding indicating 'Express' or 'Tunnel Wash' is observed.",False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Cougar carwash,0.495532997289539,2.9,16,False,Can't say,"The input ""Cougar carwash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",4,ChIJyZdP0twtR4YRle2Ot7y6PkY.jpg,Not a Competitor,"The provided images show a Cougar Car Wash location that appears to consist of self-service wash bays but does not meet the criteria for an express tunnel car wash competitor. There is no visible tunnel structure with entry and exit arches or doors, no evident conveyor system, and no automated wash equipment typically associated with express tunnel systems. The washing process appears to involve manual cleaning by the customer, requiring them to exit their vehicle and use the provided equipment. Additionally, no drive-through washing experience is observed, which is a key feature of competitor express tunnel models.",False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,H-E-B Fuel,0.615588172489609,4.3,40,False,Can't say,"The business name ""H-E-B Fuel"" is generic and does not contain any keywords to classify it as a competitor or not a competitor in the car wash industry. It is a fuel station name, not a car wash.",2,ChIJf07mbmEsR4YRZkehiNrNrPY.jpg,Not a Competitor,"The images show an H-E-B Fuel station alongside signage and a building labeled 'H-E-B Wash.' However, there is no visible evidence of an express tunnel structure for car washes. No tunnel, conveyor system, nor automated exterior cleaning equipment can be distinctly identified. The lack of any indicators like long tunnels or automated washing systems excludes this location from being classified as an Express Tunnel Car Wash competitor.",False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,H-E-B Wash,0.646409871853793,5,1,False,Can't say,"The term ""Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",2,ChIJHQRKuWMsR4YRABAp3Iywpyc.jpg,Not a Competitor,"The provided images show a car wash near an H-E-B location but do not clearly depict an express tunnel car wash structure. The aerial view suggests a small car wash operation with a short building. There is no visible evidence of a long tunnel structure (34 feet or more), automated cleaning equipment, or conveyorized systems. Since the required express tunnel features (entry and exit arches, automated equipment) are not apparent, it does not meet the criteria for classification as a competitor.",False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Kronos carwash (hand wash),0.785931859444542,5,5,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it mentions 'hand wash', indicating a manual service.",,,,,False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Prime Auto & Detail,0.795527669653351,5,16,False,Can't say,"The business name contains 'Auto' which is a keyword for 'Can't say', and 'Detail' which is a keyword for 'Not a Competitor'. Since 'Auto' is present and there are no strong 'Competitor' keywords, the classification defaults to 'Can't say'.",10,ChIJ73QRZgAtR4YRSz_DwLe98qs.jpg,Not a Competitor,"The images show a small hand car wash location labeled as 'Prime Auto & Detail.' There is a short building with an open-ended structure, but it is not long enough to be classified as an express tunnel. The interior cleaning appears to be manual, with no automated conveyor system or brushes. The presence of detailing services further suggests manual labor rather than an automated express tunnel system. Additionally, no evidence of automated equipment or a high-frequency washing process is visible. This location does not meet the criteria for a competitor.",False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Tomball Hand Detail Carwash,0.797805745212902,5,1,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keywords ""Hand"" and ""Detail"" which indicate manual or specialized services.",,,,,False
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,Quick Quack Car Wash,0.902552378372179,4.7,1474,True,,,,,,,True
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",27.9842213,-82.708421,Soft Touch Tunnel,0.00882686518637827,5,1,False,Competitor,"The business is classified as a Competitor because it contains the keyword ""Tunnel"".",,,,,True
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",27.9842213,-82.708421,REBEL Wash,0.162791305584768,,,False,Can't say,"The input ""REBEL Wash"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor.",,ChIJcQVbIADvwogRLR172FcQJtg.jpg,Competitor,"The image shows a long, narrow building characteristic of a tunnel structure, with clear entry and exit points aligned for cars to move through. This setup strongly indicates an automated express tunnel system. The adjacent area accommodates other vehicles, likely for vacuuming stations or queueing, further supporting the criteria of an express tunnel car wash.",True
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",27.9842213,-82.708421,Moore Mary F,0.559706595144508,,,False,Can't say,"The input ""Moore Mary F"" is generic and does not contain any keywords to classify it as a Competitor or Not a Competitor.",,ChIJ_aChj9_vwogRv-4Out0m1ks.jpg,Not a Competitor,"The provided image shows a residential area with individual houses and driveways, not a commercial car wash facility. There are no visible indicators of an express tunnel car wash, such as a tunnel structure, equipment, signage, or conveyor system.",False
"Saint Augustine , 520 S Ponce De Leon Blvd , St. Augustine , FL , 32084",29.8831802,-81.3252983,St Augustine Detailing and Reconditioning,0.129697910257027,4.7,35,False,Not a Competitor,"The business is classified as 'Not a Competitor' due to the presence of the keyword 'Detailing', which indicates a traditional or niche service.",,,,,False
"Saint Augustine , 520 S Ponce De Leon Blvd , St. Augustine , FL , 32084",29.8831802,-81.3252983,Believe’s Carwash,0.854277340433141,4,3,False,Can't say,"The business name ""Believe’s Carwash"" is generic and does not contain any specific keywords to classify it as a Competitor or Not a Competitor.",,ChIJA0mySkUn5IgRO4Vg8ynmI4w.jpg,Not a Competitor,"The provided image does not show any signs of an express tunnel car wash. There is no visible tunnel structure, entrance/exit arches, or automated equipment. The layout appears to be residential or small-scale without features indicative of a conveyorized car wash system. There are no visible vacuum stations or signage suggesting an express tunnel operation.",False
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,Phillips 66,0.111743761942422,4.4,115,False,Can't say,"The input ""Phillips 66"" is a generic brand name and does not contain specific keywords to classify it as a Competitor or Not a Competitor car wash business.",1,ChIJX6rrMxXX3ocRqLnIl3SD3ZQ.jpg,Not a Competitor,"The images depict a gas station and what seems to be an adjacent structure, potentially for car washing, but there are no visible tunnels with entry or exit arches, automated cleaning equipment, or conveyor systems for cars. Furthermore, the setup does not align with express tunnel systems since no clear indicators of automated exterior-focused cleaning were shown in the provided images.",False
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,Car Wash,0.115695169767549,,,False,Can't say,The input 'Car Wash' is too generic and does not contain specific keywords to classify it as a competitor or not a competitor.,,ChIJkw1vLxXX3ocRz_OD9g-sG7Q.jpg,Competitor,"The car wash location includes a long, narrow structure consistent with a tunnel setup. Cars are lined up to enter and exit the structure in a straight line, suggesting the presence of an express tunnel design. There are no visible indicators of manual washing within the tunnel, and the structure features equipment likely used for automated cleaning. The setup aligns closely with the criteria for an express tunnel car wash competitor.",True
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,FastLane,0.117698753783419,3.5,18,False,Competitor,"The term ""FastLane"" implies speed and efficiency, which aligns with automated or express car wash services.",,,,,True
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,bp,0.140972012492528,3.8,110,False,Can't say,The input '{{bp}}' is a generic placeholder and does not contain any specific keywords for classification.,10,ChIJi--3k2zX3ocRIizLictqOf8.jpg,Not a Competitor,"The images appear to show a BP gas station location, which may include a small car cleaning area. However, there is no clear evidence of an express car wash tunnel structure. While the aerial view shows rectangular buildings that could be part of a gas station or related services, no tunnel entrances/exits, conveyor systems, or automated washing equipment are visible. There is no signage indicating 'Express Tunnel' or similar keywords explicitly linked to a car wash model. Additionally, there are no images showing cars entering/exiting such a tunnel or evidence of automated equipment cleaning vehicles. The location does not meet the criteria for an express tunnel car wash.",False
"San Bernardino , 2122 W Highland Ave , San Bernardino , CA , 92407",34.1363603,-117.3362374,El Trapo,0.310089406808635,5,3,False,Can't say,The input 'El Trapo' is generic and does not contain specific keywords to classify it as 'Competitor' or 'Not a Competitor'.,10,ChIJwT8TNQBTw4ARFQTgjZo1wQ0.jpg,Not a Competitor,"The provided images show multiple vehicles being cleaned in open residential or outdoor spaces, suggesting that either private or mobile detailing services are being offered. Interior cleaning is evident, which would not align with express tunnel car wash criteria. Furthermore, there is no evidence of a tunnel structure, conveyor system, or automated cleaning equipment present. The setup appears manual and disorganized, without clear branding or signage linking to the express tunnel car wash model, and no indication of vehicle drive-through washing via automated systems.",False
"San Bernardino , 2122 W Highland Ave , San Bernardino , CA , 92407",34.1363603,-117.3362374,Speed Detail,0.469419320979842,,,False,Competitor,"The term 'Speed' suggests a quick or express service, which aligns with 'Competitor' criteria, overriding 'Detail' which is a 'Not a Competitor' keyword, following the rule to default to 'Competitor' when both types are present.",,,,,True
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Bubbles Car Wash,0.2451448918807,3.2,671,False,Can't say,"The input ""Bubbles Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJpWgnK27J5YgRkpPof7LyuRk.jpg,Not a Competitor,"Based on the provided images, the location does not appear to have a long tunnel structure or automated equipment typical of express tunnel car washes. The signage and building structure indicate a car wash, but there is no visible tunnel or conveyor system. Additionally, the setup seems to prioritize manual washing with staff rather than automated exterior cleaning, which disqualifies it as a competitor under the express tunnel criteria.",False
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Shell,0.408487838579326,4.3,84,False,Can't say,"The term ""Shell"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJH0xYUXDJ5YgRmhZZC8o80wM.jpg,Competitor,"The images clearly show a tunnel structure labeled 'Car Wash Enter,' with visible automated equipment inside, such as brushes and rollers. There is an entrance and exit for vehicles to drive through which fits the criteria for an express tunnel car wash. Daily's branding is prominent in the signage, supporting it being a dedicated car wash service at the site. The tunnel appears long enough (greater than 34 feet) to accommodate automated equipment cleaning cars effectively.",True
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Daily's Car Wash,0.462945608148712,2,4,False,Can't say,"The input ""Daily's Car Wash"" is generic and does not contain specific keywords to classify it as a competitor or not a competitor.",,ChIJZfet83DJ5YgRt4CSXUE2nGY.jpg,Not a Competitor,"The image does not show a visible tunnel structure, entry and exit arches, or automated equipment specific to express tunnel car washes. The area appears to be small, suggesting it does not have space for the extensive features required for an express tunnel system. Moreover, no conveyor system or signage indicating an express tunnel model is observed. There is no evidence of an automated tunnel washing experience with the minimum length of 34 feet.",False
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Magic United.Number Spa,0.744772690193898,,,False,Can't say,"The input ""Magic United.Number Spa"" does not contain any keywords indicating it is a competitor or not a competitor, making it generic.",,ChIJnR0i43bJ5YgR9pn42Ae-ytA.jpg,Not a Competitor,"The provided image does not reveal any visible features of an express tunnel car wash. There is no identifiable tunnel structure, entry/exit arches, conveyor system, or cleaning equipment visible. The image primarily shows a street view and surrounding area without specific details or a clear car wash setup.",False
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,Dani Auto Detailing,0.934802384415596,5,5,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detailing', which indicates a traditional or niche service provider.",,,,,False
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Squeaky Clean Car Wash,0.308431726295793,3.1,350,False,Can't say,"The business name ""Squeaky Clean Car Wash"" is generic and does not contain specific keywords to classify it as Competitor or Not a Competitor. It lacks terms like 'Express', 'Tunnel', 'Self Serve', or 'Hand Wash'.",10,ChIJ3Y0FekxaGIcRxI83PFTTh4s.jpg,Not a Competitor,"The images provided depict a car wash facility but do not show any evidence of a tunnel structure or automated express tunnel system. The location lacks features like entry/exit arches for a tunnel, conveyor tracks, or automated cleaning equipment visible inside a tunnel. Instead, the images show manual car detailing and cleaning being performed on vehicles, which aligns with a traditional service model rather than an express tunnel system.",False
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Bryan's Auto Detail,0.670953659605992,4.2,65,False,Not a Competitor,"The business name contains ""Detail"", which indicates a value-added service like auto detailing, classified as 'Not a Competitor'.",,,,,False
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Oilstop Drive Thru Oil Change & Car Wash,0.707169200144859,4.5,796,False,Competitor,"The business is classified as a Competitor because it contains 'Drive Thru', which is a competitor keyword. Although 'Oil Change' is a 'Not a Competitor' keyword, the presence of both types defaults the classification to 'Competitor' as per the rule.",,,,,True
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,Airport Rd Carwash,0.996332043798028,2.6,82,False,Can't say,"The input ""Airport Rd Carwash"" is too generic and does not contain specific keywords to classify it as a competitor or not a competitor.",5,ChIJgU4wS7hbGIcRiOW3n6QBkrY.jpg,Not a Competitor,"The provided images indicate a self-service car wash with multiple open bays where customers manually clean their vehicles using hoses and other equipment. There is no evidence of a tunnel structure with entry and exit arches, automated brushes, rollers, or overhead sprayers. Additionally, the setup lacks a conveyor system, which is characteristic of express tunnel car washes. The vacuum stations nearby are also consistent with a manual car wash setup rather than an express tunnel model.",False
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,Waxahachie Car Wash,0.0367546214152525,,,False,Can't say,The input 'Waxahachie Car Wash' is generic and does not contain specific keywords to classify it as either a Competitor or Not a Competitor.,,ChIJb4hQtyXvToYRW2bAR446PWo.jpg,Not a Competitor,"The aerial image does not clearly depict a tunnel structure, entry or exit arches, or conveyor system typical of an express tunnel car wash. It is difficult to ascertain any specific cleaning equipment or automated wash system visible. Additionally, there are no apparent branding or signage indicators such as 'Express' or 'Tunnel Wash.' This information is insufficient to classify this location as a competitor.",False
